entrez,GSM304508,GSM304509,GSM304510,GSM304511,GSM304512,GSM304513,GSM304514,GSM304515,GSM304516,GSM304517,GSM304518,GSM304519
HIST1H2AD,0.369594742,0.107897859,0.583145431,0.769095901,0.209334554,0.068612945,-1.051523746,-1.058352441,-1.437566762,-1.269156537,-0.152822226,-0.43545349
FLJ31951,0.06243727,-0.172447761,-0.561434842,-0.735057598,0.115612195,-0.059330447,0.479234376,0.368514718,-0.713939517,-0.447195107,-0.065829452,0.043422651
IK,0.126568977,-0.132048006,-0.104724042,-0.108045519,0.129730282,-0.205437612,0.061094463,-0.094273563,-0.23494674,-0.295312837,0.068508549,-0.191994146
GABPB2,0.388627724,-0.038992823,0.186248249,0.136421442,0.187324761,-0.277263939,-0.146162415,-0.429998626,-0.289464024,-0.386276496,0.119831075,-0.203245457
DDX3Y,0.178961067,-0.303315829,-0.058773866,-0.262851847,0.284179244,-0.187956383,-0.126458509,-0.127803716,-0.103927289,-0.167260041,-0.027780858,-0.077323844
DUSP26,0.015044421,0.073899126,-0.198644444,0.223033685,0.163426195,-0.035238197,-0.192090875,0.007374612,-0.179114351,-0.032537539,-0.076500918,0.056330838
FLJ31659,0.213817252,-0.053617554,-0.083796016,0.187556285,0.35551407,0.479172456,-0.089253703,-0.695269261,0.003098615,0.027360275,-0.013103816,-0.074311091
KCNV2,0.306937758,-0.328496055,0.044901324,-0.085275572,0.32923166,0.079791283,0.071426498,-0.348402238,-0.117522153,-0.275096147,0.036718078,-0.152316536
TMEM113,0.397939274,-0.195587556,0.335110709,0.212543339,0.515065255,0.297747589,0.277152992,-0.173092476,-0.376822994,-0.379822027,-0.087284071,-0.230297737
THBS3,-2.532497454,-0.188492786,0.016047037,-0.006619738,0.493800947,-0.083937362,0.123730212,-0.185982998,-0.130228337,-0.248022935,0.267290364,-0.062048133
GPD2,0.182644067,-0.177021931,0.084827824,-0.049071124,0.232242787,0.012056419,-0.038665883,-0.197839637,-0.140778456,-0.121907041,0.119143354,0.049165024
TMPRSS11E,0.332066498,-0.458540537,0.042162171,-0.082619262,0.59974438,-0.072241177,0.006207605,-0.087187367,0.000932788,-0.309743643,0.128841484,-0.152929523
SNX3,0.274808191,-0.17024682,0.151283267,-0.006872263,0.2348108,-0.100928183,-0.044252994,-0.224680447,-0.089081112,-0.082452958,0.237330431,-0.026781526
ZNF664,0.009411191,-0.029096328,0.132844789,0.397636654,0.08013403,-0.000955155,-0.106566678,-0.036569605,-0.402273238,-0.075874813,-0.222050461,-0.185450847
AGRP,0.428207508,-0.384584852,0.203551455,-0.023523147,0.410853691,-0.013899371,-0.033731146,-0.485967907,-0.075832939,-0.376700082,0.331052388,-0.35680526
PIP5K1C,-0.773787627,0.962773825,-0.283772299,0.975566837,-0.820772423,1.232840934,-0.482871761,0.690747946,-0.633070508,0.777502223,0.234074391,0.925656883
RAD50,0.116320747,-0.159276106,-0.070129966,-0.053575074,0.216776572,0.005971464,0.029324581,-0.126764142,-0.173616862,-0.05922105,-0.111911488,-0.145973177
DCHS2,-0.25372477,-0.019741131,-0.062374111,0.115396163,-0.006181004,0.030239148,-0.097474725,-0.188374517,-0.154793289,-0.081347021,-0.080479489,0.066384076
CORIN,-0.528914254,-0.078077758,-0.183483681,0.054315474,-0.017468457,0.206641251,-0.066659118,-0.081197455,-0.207609961,0.022848795,0.088590891,0.09943126
TBCA,0.106488882,0.018532831,0.179876998,0.113241797,0.110130338,-0.075403897,0.057774982,-0.094696494,-0.373452065,-0.189194932,-0.140596286,-0.054719057
HLA-DMB,-0.082179412,-0.507037023,0.228659342,-0.370043257,0.389872797,-0.162192229,0.239449389,-0.319992124,0.053583052,-0.397927668,0.266047619,-0.34052174
FLJ32955,0.10676783,0.126313703,-0.208150433,0.583970817,-0.419067717,0.075844358,-0.115486852,-0.012806742,-0.118539043,-0.061912541,-0.01292307,0.009902566
TUBB,0.291350131,-0.169470923,0.027432187,-0.263922831,0.241823579,-0.177621052,0.33988152,0.011590667,-0.086052633,-0.481045023,0.310857632,-0.205315749
TAGAP,0.263655611,-0.168676166,0.006998902,0.456021699,-0.172851945,-0.055468477,0.002243108,-0.135912353,0.016800413,-0.190495057,0.156537232,-0.151901078
PFDN6,0.220661439,-0.124205534,-0.251096287,-0.425603172,0.217821746,0.212076949,0.124216783,-0.263083192,-0.159467891,-0.172016744,-0.299728358,-0.2097139
DTL,-0.283093864,-0.413854864,-0.403117028,-0.442564013,-0.253793636,-0.21003998,-0.38893683,-0.202816587,-0.300480055,-0.076354754,-0.073538028,-0.002140451
WDR54,0.208024307,-0.334799406,0.049484776,-0.315002605,0.307608346,-0.139847355,0.183306617,-0.097607406,0.123665999,-0.039346068,0.217202414,0.02513953
ZNF553,0.034846848,-0.145133204,-0.598525587,-0.595987286,0.242229343,0.167309165,-0.345717219,-0.23723248,-0.447624186,-0.047984371,-0.521689137,-0.115866567
HAS2,0.48330361,-0.003737553,0.17731924,0.056386664,0.647423069,0.151722484,0.103120424,-0.102052814,-0.042597806,-0.226386065,0.286194452,0.034866741
RHOH,0.295776352,-0.984813963,0.019107195,-0.135527034,0.473189963,-0.183918929,-0.035212995,-0.235055936,0.155934648,-0.239967275,0.170660308,-0.188513095
ADCY9,0.442106548,-0.158478838,0.06505781,-0.136698051,0.398709233,-0.508179822,0.138766206,-0.104178279,0.092659435,-0.120961505,0.394396667,-0.039337419
OR7A17,0.290762712,-0.330018649,0.062420551,0.054375861,0.254525899,-0.002705105,0.127890363,-0.179447067,0.13141014,-0.143116888,0.202295933,-0.024875653
PRRG2,0.244581513,-0.222837171,-0.091268326,0.039671347,0.296764391,0.064284492,-0.165106724,-0.160322843,-0.004459909,-0.271659295,-0.073702729,-0.231526482
VN1R5,0.297123058,-0.319760409,-0.003030655,-0.078854378,0.267131602,-0.113691713,0.001981179,-0.273845634,-0.030029534,-0.10735726,0.180449635,-0.119789203
MDM2,0.28112929,-0.140630937,-0.016956238,0.081201633,0.194006747,-0.010176402,-0.109876695,-0.133687518,-0.232324332,-0.135187619,0.223759058,-0.125984849
ATP12A,0.750792843,0.225625264,0.565931963,0.58895723,0.552123725,0.611334285,0.822712784,0.166169382,0.312892302,-0.079720245,0.720261902,0.466395061
MRPL49,0.290438993,-0.33390779,-0.096908145,0.006479537,0.269566487,-0.110920638,-0.359457841,-0.169491102,-0.231079184,-0.282223324,-0.099852323,-0.242033988
USP54,0.256228188,-0.313410422,0.029846349,0.101617172,0.226536296,0.07064818,0.069979468,-0.067585292,-0.178458813,-0.164599272,0.129749192,-0.097459438
VSIG1,0.314602369,-0.541074439,0.02868147,-0.14158285,0.309264029,-0.312360386,0.103664268,-0.215851656,-0.02534953,-0.220515564,0.109820029,-0.300041716
NOVA1,0.339540424,-0.374496646,0.190701774,0.151739183,0.251454723,-0.112357257,0.168723903,-0.077885677,-0.104022858,-0.082391374,0.243206459,0.024945278
JOSD2,0.424227958,-0.303710975,0.049786186,-0.037111006,0.382456578,-0.180369096,-0.013560517,-0.184378758,-0.100534576,-0.283586368,0.147810874,-0.086297162
NDRG4,0.330358633,-0.202837272,0.2964058,-0.010470106,0.315460295,-0.205879919,0.274869147,-0.172494411,0.044467684,-0.225350161,0.291978737,-0.135996076
MYL6,0.171871983,-0.11272811,-0.037415522,-0.316409287,0.128885339,-0.159276493,0.115433319,-0.063189968,-0.110829014,-0.099391565,0.091411143,-0.038935872
TNFAIP3,0.384656659,-0.202235973,0.181778262,-0.09388215,0.324550438,-0.272335057,0.193234714,-0.127715715,-0.194027625,-0.384951388,0.082654632,-0.029690037
FNBP1L,-0.159639236,0.46157648,0.013701894,0.291301597,-0.18880207,0.061287737,-0.226385469,0.34559307,-0.163763146,0.254881331,-0.162023097,0.336989404
SOX10,0.227632008,-0.23216017,0.046955116,-0.083412274,0.19943041,-0.234925461,-0.048516365,-0.182040464,-0.055404257,-0.168639865,0.150424636,-0.114141714
NPSA,0.002402157,0.271805367,-0.406239267,0.645833424,-0.067213402,0.21454793,-0.184758089,0.089967449,-0.267645421,0.139595761,-0.06542401,0.199168259
GPR109B,0.202872642,0.016272683,0.153633027,0.128332745,0.214221052,-0.02596229,0.150706023,0.141539658,-0.063861985,-0.044813814,0.176201452,0.241501274
HPS3,0.075255002,-0.110182433,-0.017202128,0.108969299,-0.015870561,-0.074199814,-0.276526386,-0.005088018,-0.133114436,0.183422058,-0.511448332,-0.00223485
NUDT3,0.169519493,-0.21735282,0.073555816,-0.276129559,0.205761843,-0.442640297,-0.087248702,-0.175207507,0.027036008,-0.054968993,-0.040500336,-0.143265305
PTGES2,-0.180206244,-0.019100887,-0.209156088,0.113412681,-0.029029606,0.145786693,-0.205890713,0.200233943,-0.362291421,0.288193716,-0.409034805,0.221790565
NRIP2,0.149766679,-0.106345011,0.654210219,0.874175123,0.284457676,-0.293188864,-0.042033681,-0.052427784,0.06488796,-0.021095037,0.006901823,-0.065037952
UCN,-0.091341262,-0.190444673,0.107970523,0.395265878,-0.073559784,-0.131307852,-0.266242653,0.042111203,-0.436397353,0.007064557,-0.278297699,0.020764498
TMEM23,0.336747453,-0.272066489,0.062244743,-0.548866474,0.386969416,-0.584245199,0.247483127,-0.272906759,-0.031588834,-0.285451087,0.117848211,-0.214054495
PLEKHH1,0.051328219,0.212092876,-0.042183552,0.002817201,0.313192459,-0.130882901,0.051642821,0.08220082,-0.034881142,0.032782063,0.010100746,0.186120655
OR6Y1,-0.083749379,0.211813017,0.000525407,0.059543624,-0.115988716,-0.122340636,-0.156665205,0.200305216,-0.240149793,0.101473913,0.120932812,0.148774602
PRL,-0.39675126,0.752514997,-0.394124535,0.497543509,-0.408646608,0.428122596,-0.266590449,0.653211849,-0.387943809,0.420599816,-0.199212616,0.5950923
TACR2,0.258795381,0.085288735,0.080355851,-0.083355062,0.200594504,-0.141078299,0.025415754,-0.02953902,-0.212005477,-0.041723696,0.417844306,-0.053446187
TSSC1,0.107872367,-0.149218187,0.043216045,-0.057861486,0.134129543,-0.282618452,-0.04877053,-0.18333997,-0.051347816,-0.040227768,0.227234864,-0.175758708
ANGPTL7,0.161052441,0.218455513,-1.664376172,-0.132034671,0.088083239,0.081424929,-0.14487292,0.267622024,-0.298542048,0.178210152,0.134362607,0.22517002
MT3,0.129615644,-0.098355578,0.278689177,0.238101568,0.103840064,-0.142228775,0.10105409,-0.009631992,-0.013748132,-0.077307467,-0.053206078,-0.161077671
SERPIND1,0.379975874,-0.006862097,-0.131932423,-0.045861026,0.258066447,-0.161812982,-0.020658746,0.045228865,-0.169700246,0.029782866,-0.008245899,0.023697505
NTRK1,0.89399274,-0.026729195,-0.272222425,0.101969995,0.078442172,0.100447506,-0.041168654,-0.268481245,-0.205787243,0.232797035,0.138890202,-0.076929554
PEX3,0.580462146,-0.221400021,-0.072335234,-0.216706078,0.180052113,-0.215596623,-0.063627921,0.136226518,-0.227793648,0.09060106,-0.154308541,-0.060354576
CRK,-0.110372563,-0.090477956,0.117131221,0.120948952,0.024913789,-0.366895228,-0.192035311,-0.138803562,-0.189803749,-0.045635531,-0.142968211,-0.132565339
TRIM4,0.532056714,0.255325502,-0.315044619,-0.152645529,-0.372499335,-0.063824005,-0.332805462,0.5552997,-0.519514204,0.252135542,-0.408155282,0.264444265
CSPP1,-0.148886731,-0.022898658,-0.014564431,0.088137131,0.016691241,0.048567487,-0.153006332,-0.247360967,-0.517278863,-0.000109243,-0.178550886,0.086754857
CASP10,0.080156639,0.026722041,-0.21341897,-0.102098542,0.306646481,-0.178352693,-0.067295671,-0.241078755,-0.225766793,0.026489345,0.21325948,-0.128313943
MMP19,0.278065829,0.356851117,-0.094292288,0.250025596,0.136687932,0.221613461,-0.089253703,0.1064337,-0.358246471,0.400370634,-0.496034966,0.118283069
TSPAN33,0.472236904,0.362912658,-0.222419222,0.058422735,-0.13199133,0.351660685,-0.137272951,0.146846466,-0.339841597,0.524791725,-0.081895311,0.190146598
APOBEC1,0.642106033,0.386979274,0.04688998,0.435258217,-0.03708812,0.569651949,0.18971947,0.15583317,-0.455222369,0.398098277,0.150222479,0.229755569
EIF3S4,0.271987719,-0.026460686,-0.116160279,-0.052190058,0.062730998,-0.098067556,-0.012560083,0.002899059,-0.174103637,0.002907553,0.326926048,0.035433068
PPP3CC,0.317481815,-0.130155043,-0.149332261,-0.086102775,0.012043918,-0.246425369,-0.412555423,-0.281718377,-0.635259126,-0.221487672,-0.431933379,-0.261584757
MEGF8,0.09894674,0.036394056,0.434611865,0.105593418,0.063568305,-0.19677733,-0.132449129,-0.256545798,-0.283150898,-0.29691942,0.716211871,0.204138853
NME1,0.251238797,-0.085331118,0.475129357,-0.058476558,0.154326888,-0.304190202,0.126386595,-0.263858096,0.081808121,0.045433895,0.129530938,-0.145565251
NLE1,0.243254242,-0.189801395,0.082182923,-0.401122438,0.261667815,-0.352554287,0.222708951,-0.144664694,-0.054574872,-0.221618881,0.23196537,-0.193175331
LAS1L,0.191746089,0.121574871,0.216831609,0.138038879,0.091960468,-0.03488182,0.159117099,0.135404008,-0.200355366,-0.079838183,0.487885839,0.022075338
RBM11,-0.307158553,0.638088796,-1.055724322,0.274279773,-0.275867744,0.856901371,-0.163557383,0.144022966,-0.28547702,0.567510855,-0.199735621,0.326901146
GH2,0.224138489,-0.025281074,-0.047964582,-0.003735121,0.196707395,-0.14116522,-0.055678352,-0.194744553,0.030665889,-0.11915838,0.774659168,-0.179174412
ATXN2,0.365102036,-0.079575306,-0.061675249,0.004365367,0.223823231,-0.214434748,0.10434978,-0.050761212,-0.10927473,-0.135283058,0.189779964,-0.217848458
INTS2,0.570836751,0.201260037,-0.113456173,0.024148465,-0.438252864,-0.198113858,-0.104079974,-0.012571094,-0.009140044,0.298333565,-0.330377597,-0.015902501
ABCC11,-0.237375773,0.414475725,-0.339244546,0.201708255,-0.017396086,0.326671728,-0.248970729,0.08827223,-0.159439341,0.240352131,-0.050539596,0.025335533
RPL7A,-0.831886858,0.955071628,-0.464666299,1.35920427,-0.974017664,1.375674317,-0.484469398,0.831596793,-0.66603849,0.829211054,-0.315636906,1.065008218
PECR,0.06564511,0.026959732,0.032240225,-0.035290781,0.187460532,-0.16277747,0.083641681,-0.01932945,-0.091523685,0.004286162,0.165755199,-0.111856316
GUF1,0.133506553,0.057200859,0.201258442,-0.003377035,0.250814563,-0.05212887,-0.081903378,-0.111613281,-0.058137156,-0.135456732,-0.118574084,-0.037830567
CYB5R3,-0.029367806,-0.21015986,0.241015517,-0.04492186,0.069488742,-0.186193581,0.2352866,0.125349198,-0.07430551,0.011091453,-0.165116203,-0.028500138
ABCC4,0.024044664,0.301732681,-0.204393553,0.135219524,0.051424323,0.173760672,0.02749319,0.554210193,-0.147803591,0.055315219,-0.250473585,-0.03444752
ANK3,0.042047209,0.006129361,0.097756681,-0.139239695,0.178408353,-0.260136587,0.178209573,-0.372917011,-0.032833657,0.073360928,0.071603158,-0.053114251
C9orf89,0.006477023,-0.051707122,-0.094554661,-0.051242141,0.11924746,-0.059103762,-0.07514174,-0.432054165,0.040172789,0.246272311,0.243724241,-0.028310946
CNDP1,0.125008406,-0.12878702,0.224902203,-0.068932195,0.287330842,-0.308904411,0.137151554,-0.283936166,0.091607855,-0.173238114,0.215208016,-0.263188977
KDELC1,0.190456035,-0.159530669,0.029052679,-0.560194172,0.40610519,-0.259801029,0.413180177,0.004283429,0.128735188,-0.074380396,0.00805135,-0.047620025
GABARAPL1,0.327143007,0.027451951,0.256390131,0.088152427,0.278663557,-0.010628214,-0.285872737,-0.538343653,-0.922088212,-0.858579497,-0.111985818,-0.354423897
TMEM81,-0.163990535,0.346429151,-0.122235713,0.209804587,0.026195576,-0.12960592,-0.156323819,0.582291418,-0.322231952,0.095897976,-0.15493521,-0.00941886
MRAP,-0.506160956,0.76076593,-0.577033508,0.497922258,-0.406741455,0.55916817,-0.453423997,0.008915845,-0.38473186,0.438945609,-0.226361644,0.52402717
GPR17,0.010845441,0.039953757,-0.006949672,0.198814042,0.174204211,-0.046585882,-0.013002927,-0.370321609,-0.129292642,0.07355983,0.215147641,-0.022327957
IL12RB1,-0.004432703,0.084025535,0.060201754,-0.000830109,0.067083827,-0.097283453,0.048492691,-0.150087362,-0.142381066,0.046383812,0.244657489,0.059205517
DPT,-0.187159515,0.436004195,-0.527104925,0.331950741,-0.071127549,0.382999038,-0.169022225,-0.074233891,-1.379124067,0.323280541,-0.218839573,0.211466743
NOL3,-0.060038798,-0.113746285,0.054077057,-0.060958093,0.146133436,0.053789881,0.005265913,-0.118475698,-0.16453022,0.128501731,-0.119031586,-0.084592272
XKR8,0.025182456,-0.079064594,-0.044334927,-0.002424163,0.088835769,0.019403885,-0.042417421,-0.11140055,-0.186406991,0.049625842,0.007461537,-0.098575306
NPHP4,0.244961757,-0.202902891,0.128126534,-0.160626036,0.346018023,-0.183177086,0.204597917,-0.302266769,-0.018371894,-0.204003557,0.102102285,-0.294282397
MUC4,0.318188957,-0.186894974,0.000208107,-0.046972268,0.320793692,-0.243828766,0.179909368,-0.439050698,-0.027596824,-0.267489177,0.173896799,-0.324926897
PCDH10,-0.353929059,0.509874047,-0.22752897,0.296157037,-0.188871557,0.07747205,0.123866359,0.093462751,-0.301224942,0.149168959,-0.137312245,0.46001417
MCM2,0.136005152,-0.196634439,0.194113862,-0.138882089,0.214049834,-0.210886101,0.30296467,-0.099048055,-0.096986331,-0.206860281,0.215172481,-0.202564858
ABLIM3,0.175287478,-0.203227631,0.184750167,-0.130765107,0.269609031,-0.230600505,0.21914758,-0.315057441,-0.045158525,-0.173367104,0.326671416,-0.188655715
AQP10,0.040741146,0.062257232,-0.07691828,0.102522955,0.164635119,-0.070112132,0.046014306,-0.03493438,-0.039530576,-0.06252247,0.113931203,-0.004306625
FAM119B,0.043820107,-0.121734047,0.059712322,0.029254704,0.138373022,-0.173224441,0.067920016,-0.104524874,-0.092051759,0.017559252,0.028989485,-0.02460251
CABC1,0.132346858,-0.255422848,0.148515991,-0.224064942,0.270854221,-0.327737873,0.203016993,-0.15099916,0.004074687,-0.016250406,-0.303105642,-0.007624508
C1orf66,0.181615372,-0.307547289,-0.014163707,0.030784643,0.257067719,-0.076407315,0.127877497,-0.130854903,-0.143057688,-0.188344239,-0.074648108,-0.096436618
AP3S2,-0.070514025,0.067751792,-0.026704259,0.291301597,0.042411606,0.140548126,-0.191968103,0.093498207,-0.357158567,0.05754917,-0.302140211,0.215594133
RIMS2,-0.218778031,-0.312289587,-0.63506747,0.104775538,-0.068569334,0.110895768,-0.282747616,0.026336687,-0.263979495,0.061320963,-0.1338647,0.232350949
HAND1,0.270722305,-0.307950746,0.419202258,-0.056529195,0.319200748,-0.329957821,0.25958105,-0.313003934,0.04450864,-0.25090856,0.329931763,-0.169290055
BCNP1,0.063360531,-0.035547854,-0.18540858,0.118484559,0.225364377,0.01899969,-0.175027249,-0.20401919,-0.003869469,0.044835379,-0.042521033,0.180408348
OR8D2,0.346899827,-0.240478558,0.175517855,-0.020298308,0.374817793,-0.326767309,0.083129355,-0.263690009,0.008337409,-0.104103419,0.636961829,-0.100733824
ZNF508,0.279389724,-0.258599081,0.275327523,-0.162731199,0.291209301,-0.445890998,-0.081521455,-0.41012151,-0.202792044,-0.306970435,-0.040817329,-0.344982565
ARHGAP26,0.459178094,0.129769357,0.447939734,0.228919325,0.407061218,-0.002669723,0.293571196,-0.094236986,0.129728376,-0.106712454,0.521111575,0.281605944
LALBA,-0.132407372,0.503912706,-0.608488538,0.371638649,-0.402780199,0.371012083,-0.388959735,0.116655368,-0.276846862,0.219251845,-0.201220904,0.37837195
RBMX,0.035793244,0.075891176,0.096651127,0.101034734,-0.057513463,0.106411488,-0.326529777,-0.120597251,-0.341495637,0.094948057,-0.078930706,0.121212231
SMARCE1,0.172254598,-0.197865943,0.240510114,-0.049904212,0.221685454,-0.165878598,-0.007631713,-0.334867995,-0.135853149,-0.150949618,-0.002205113,-0.316826826
RIOK2,0.167217592,0.031942158,-0.088639499,-0.013102662,0.057082402,0.013968895,-0.228358373,-0.260628671,-0.271292609,0.015272061,-0.189319014,-0.00131787
ZNF23,0.406975967,-0.012862922,0.157921177,0.325519968,0.179135758,-0.017702526,-0.40235681,-0.290446255,-0.52283004,-0.218152969,-0.483776137,-0.053476433
MGC70863,-0.368300921,0.245772682,-0.342331835,0.465621267,-0.506687403,0.170525245,-0.502680178,0.004995186,-0.116272001,0.421001005,-0.128853906,0.393395934
STRAP,-0.36894176,0.201387857,-0.392455136,0.266566527,-0.3594131,0.224957827,-0.552380401,0.186041165,-0.262444189,-0.000814981,-0.317379626,0.121702203
IGF2R,-0.163091919,0.029023098,-0.372083274,0.043050401,0.061889344,0.242122614,-0.156777291,0.253380675,-0.132628167,-0.214884326,-0.109932394,0.114000564
C1orf92,-0.015150618,-0.29340404,-0.20527453,-0.141259683,0.032794744,-0.098774601,-0.257148085,-0.183053442,0.069596313,-0.18928064,-0.038043298,-0.178529639
TM4SF20,-0.153958502,0.309268246,-0.191171434,0.274958274,-1.103454123,0.317202136,-0.161047862,-0.014146658,-0.40163408,0.220541831,-0.169986603,0.047118498
SAMM50,-0.112518269,-0.083241285,-0.326402929,0.139315004,-0.0767192,0.17197576,-0.250029035,0.094507662,0.222685457,0.031687274,-0.185855594,-0.058773252
CHTF18,-0.254020476,-0.16451059,-0.51191091,-0.024704603,-0.097402942,0.287569697,-0.256565646,0.162930146,-0.21569711,0.065391926,-0.167839436,0.005549633
IAPP,0.020204042,0.070831545,-0.158519096,0.126831555,-0.112753513,0.162053931,-0.187090253,0.061031111,-0.050499838,-0.048657067,0.110160328,-0.020115893
GIMAP7,0.068314634,0.230915557,-0.12199225,0.248305168,0.041651974,0.253772485,0.099768354,-0.289695464,-0.312654789,-0.041139836,-0.075157969,-0.795725454
EIF4EBP2,-0.290572784,0.063766511,-0.580731476,0.170211701,-0.230884237,0.374277587,-0.651308587,0.098229523,-0.270077051,-0.011085327,-0.4582876,0.036654559
NLK,-0.031006692,-0.042996113,-0.209917782,0.175399506,-0.112044622,0.018190919,-0.415065877,-0.06443047,-0.245976596,-0.220193628,-0.409037252,-0.195104869
ABCC13,-0.280949818,0.389278387,-0.389671532,0.296287695,-0.292724609,0.29281755,-0.397586725,0.618151176,-0.313453511,0.040090253,-0.214478101,0.172532176
CDC42EP2,-0.44060442,0.0733022,-0.256305509,0.287181839,-0.323510132,0.260398913,-0.528079921,0.239932617,-0.549261144,-0.066211012,-0.676496038,0.376568953
IFITM5,-0.289440554,0.166866891,-0.289116303,0.070231171,-0.472877862,0.059765106,-0.487702308,0.016041064,0.213511033,-0.246675911,1.090726556,0.358244851
GALNACT-2,0.010172485,0.022039748,-0.193555573,0.172978419,0.013650565,0.157874143,-0.565442159,-0.111888514,-0.350545829,-0.354727841,-0.736303038,-0.01010841
LIF,-0.095406832,0.285977468,-0.144364155,0.093562323,0.022064565,0.381890442,0.162943846,0.455007089,-0.197163693,-0.369301231,0.069819044,0.489946894
HS6ST2,0.227202203,-0.117032685,-0.01495372,0.139331807,0.246458058,-0.039845477,-0.181299419,-0.293286172,-0.181990412,-0.281459772,-0.289291463,-0.022285109
EFHD1,0.100833818,0.040710936,-0.374433936,-0.310519466,0.073146117,-0.199815349,-0.295397729,-0.236744257,-0.217453247,-0.154743413,-0.268977397,0.035549741
AMACR,0.11742775,-0.22563733,-0.158639353,-0.167173511,0.179858593,-0.019704857,-0.238889515,0.219936792,0.160372966,-0.266113884,-0.234845639,-0.076960799
FCGR3A,0.080517902,0.014243824,-0.009726709,0.206164267,0.093944668,0.16806426,-0.061670749,-0.186306087,-0.017557023,-0.14116082,0.075131725,0.225741929
ZNF174,0.142791037,-0.277345823,-0.346051617,-0.155066258,0.236323192,-0.028952989,-0.261121048,-0.280070266,0.002468744,-0.296358656,-0.139023405,-0.008995284
EML4,0.022299141,-0.179927942,-0.214886836,0.057234719,0.175351803,0.061119955,-0.31184781,-0.317293071,-0.065910635,-0.302775713,-0.098359048,-0.055750803
PDE8B,-0.345154465,-0.113665765,-0.976363914,-0.297077302,-0.4529192,0.322549237,-0.38234581,-0.000901073,0.099474868,0.139023658,-0.427054992,-0.023270624
ENAH,0.130838911,-0.279172883,-0.516853487,-0.393787513,0.263588476,-0.392633059,-0.100461887,-0.307663503,-0.294651121,-0.516489243,-0.078178796,-0.185949297
UNC119,0.260236257,-0.303352313,-0.151833849,-0.044484175,0.501608916,0.069504127,0.04401011,-0.270340989,0.231378747,-0.410879475,0.086414866,-0.122921145
LRRC8C,-0.070285577,0.041058527,-0.081989454,0.220254671,0.135390403,0.188302134,-0.132955654,0.163026156,-0.177983991,-0.165284291,-0.0825045,0.202574193
MAPK10,-0.011104604,0.085216435,-0.172172307,-0.140808024,0.06036261,-0.132982941,-0.255850191,-0.15309967,-0.031584748,-0.188182552,0.0021585,0.015395032
NSFL1C,0.039906221,-0.244607006,-0.231043658,-0.175220893,0.14564877,-0.158003167,-0.189809266,-0.190913244,0.060334151,-0.133574153,-0.051362769,-0.026786797
NXF3,0.033307494,-0.255511601,-0.150085111,-0.143302331,0.154361537,-0.206416602,-0.178780373,-0.128687429,0.018951585,-0.269451766,0.038243961,-0.072488995
REV1L,-0.077136459,-0.224453002,0.237136093,0.352740864,-0.018420096,-0.049608328,-0.261404559,-0.277886413,-0.188329656,-0.348424843,-0.346241327,-0.039220037
FLJ21127,-0.042535539,-0.178167314,-0.331504319,-0.005882808,0.040637219,0.070663115,-0.177697955,-0.061925546,0.00338363,-0.103362411,-0.154136348,0.084957983
ZNF75,-0.157660763,0.04381254,-0.139420856,-0.101845023,-0.094563753,-0.181052519,-0.112507159,0.112539759,-0.112189372,-0.157388698,-0.082809559,0.177389574
ATP5F1,-0.099186389,-0.078865053,-0.20278368,-0.071513479,-0.164126026,-0.0931528,-0.275100965,-0.098315371,0.082223042,-0.021445181,-0.363564756,0.161119218
STK11,-0.052134801,0.01363133,-0.19413185,-0.05900846,-0.045135417,0.000885851,-0.151862667,0.115913932,-0.033935837,-0.157951727,0.164794012,0.070262613
PRODH,0.167258114,0.162593434,0.027633687,0.220326088,0.027804205,0.191279361,-0.137533141,0.030872773,0.047143555,-0.158287963,0.207296048,0.202924127
BPY2B,-0.023698116,0.093052351,-0.050348532,0.064405386,0.071483498,0.155655818,-0.223676324,-0.067741022,-0.122784046,0.123391369,0.040029159,0.062855147
TPSD1,-0.025955135,-0.097881554,-0.185872452,-0.150841152,-0.000646312,-0.232538532,-0.358070813,-0.176523339,-0.124975322,-0.260211015,0.047086823,-0.063071362
PPM1A,-0.09849209,-0.145650859,-0.248293935,-0.158372489,-0.128532831,-0.227247302,-0.378341632,-0.140148552,0.096308762,-0.043660066,-0.071488961,-0.002926444
LOC63920,-0.077988757,0.013683906,-0.200168227,-0.092580422,0.050614673,8.81056e-05,-0.220257875,0.063546243,-0.066720355,-0.030098256,-0.361115654,0.033850199
ATG4D,-0.135044426,0.200860419,-0.297156805,0.005580416,-0.167844669,0.12207234,-0.25136875,0.143135973,-0.132733035,0.021004339,-0.221253789,0.047546687
SNRP70,-0.372567904,0.285623989,-0.431852029,0.301332489,-0.339102495,0.60797338,-0.185068362,0.627152385,-0.473934214,0.078800075,-0.615945081,0.586361862
K-ALPHA-1,-0.86039832,0.946718821,-0.482648503,1.378563834,-0.987550393,1.418171563,-0.479026631,0.831608157,-0.695160842,0.798698303,-0.334613899,1.172506809
SFXN2,-0.037858545,0.171947439,-0.192260274,0.038902299,-0.060450931,0.119614356,0.069591491,-0.053593115,-0.164965322,0.026323517,-0.078739369,0.187029159
CAMK2N2,-0.849945355,0.949493196,-0.44621718,1.320030868,-1.003556981,1.371480623,-0.490846057,0.843238894,-0.664689717,0.816523367,-0.056755739,1.191716296
