Composite.Element.REF	TCGA-2L-AAQJ-01	TCGA-2L-AAQI-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-2L-AAQA-01	TCGA-3A-A9IU-01	TCGA-3A-A9I5-01	TCGA-3A-A9IX-01	TCGA-3A-A9IH-01	TCGA-3A-A9IN-01	TCGA-3A-A9IZ-01	TCGA-3A-A9IB-01	TCGA-3E-AAAZ-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUU-01	TCGA-IB-AAUP-01	TCGA-IB-AAUW-01	TCGA-IB-AAUS-01	TCGA-IB-AAUV-01	TCGA-Q3-AA2A-01	TCGA-F2-A8YN-01	TCGA-XN-A8T5-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-YH-A8SY-01	TCGA-RB-A7B8-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-US-A77E-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A774-01	TCGA-OE-A75W-01	TCGA-H8-A6C1-01	TCGA-L1-A7W4-01	TCGA-LB-A8F3-01	TCGA-YB-A89D-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-YY-A8LH-01	TCGA-LB-A7SX-01	TCGA-FB-A78T-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5ST-01	TCGA-IB-A5SS-01	TCGA-HZ-7924-01	TCGA-M8-A5N4-01	TCGA-HZ-7920-01	TCGA-FB-A5VM-01	TCGA-HZ-7923-01	TCGA-FB-A545-01	TCGA-HZ-7919-01	TCGA-HZ-A4BH-01	TCGA-HZ-7918-01	TCGA-HZ-A4BK-01	TCGA-FB-A4P6-01	TCGA-HZ-7925-01	TCGA-FB-A4P5-01	TCGA-Q3-A5QY-01	TCGA-HZ-7922-01	TCGA-H6-A45N-01	TCGA-FZ-5924-01	TCGA-F2-A44G-01	TCGA-PZ-A5RE-01	TCGA-HV-A5A6-01	TCGA-IB-A6UF-01	TCGA-LB-A9Q5-01	TCGA-XD-AAUL-01	TCGA-RB-AA9M-01	TCGA-HZ-8638-01	TCGA-HZ-8315-01	TCGA-HZ-8519-01	TCGA-IB-8126-01	TCGA-FZ-5923-01	TCGA-IB-8127-01	TCGA-FZ-5922-01	TCGA-F2-6879-01	TCGA-FZ-5921-01	TCGA-F2-6880-01	TCGA-FZ-5926-01	TCGA-FZ-5920-01	TCGA-FZ-5919-01	TCGA-HZ-8003-01	TCGA-IB-7893-01	TCGA-IB-7891-01	TCGA-IB-7889-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7886-01	TCGA-IB-7885-01	TCGA-HZ-8005-01	TCGA-HZ-8002-01	TCGA-HZ-8001-01	TCGA-IB-7652-01	TCGA-IB-7651-01	TCGA-IB-7649-01	TCGA-IB-7647-01	TCGA-IB-7646-01	TCGA-IB-7644-01	TCGA-IB-7890-01	TCGA-Z5-AAPL-01	TCGA-FB-AAQ1-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ6-01	TCGA-FB-AAPP-01	TCGA-2J-AABH-01	TCGA-2J-AABK-01	TCGA-2J-AABF-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AAB8-01	TCGA-2J-AAB4-01	TCGA-2J-AABO-01	TCGA-2J-AABR-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01
RAD50|Rad50	-0.115289029	-0.273295917	-0.153842283	0.119080968	-0.32681881	0.087266716	0.014403403	-0.153290642	-0.311217239	0.075956801	-0.184149076	0.133943468	0.086630806	-0.179172744	-0.062154232	0.237156845	-0.250435551	-0.245944142	-0.080716205	-0.083887628	-0.067929125	0.149481706	0.142743495	-0.070728731	-0.120833249	-0.378363937	-0.347700607	0.076372686	0.014222378	0.013257096	-0.096949279	-0.091453278	-0.236192642	-0.214218763	-0.143150608	-0.326445895	-0.083746837	-0.144398778	-0.116700541	-0.169246825	-0.294154162	-0.106135856	-0.231971988	-0.191895726	-0.357358312	-0.246358488	-0.205057338	-0.043769698	0.021925187	-0.069073054	0.752395224	0.081031589	-0.118062469	-0.273232699	-0.124569264	-0.152889598	-0.249144207	-0.292303573	-0.246993955	-0.147327609	-0.124536829	-0.047107984	-0.246551341	0.007905347	-0.284517145	-0.247903231	-0.128579907	-0.213394051	-0.056398486	-0.197225775	-0.154749052	-0.199332064	0.075170207	-0.13691156	0.25532252	-0.157704593	-0.241340744	0.036606461	-0.186042457	-0.184298254	-0.215042121	-0.341207271	-0.13021278	-0.240502423	-0.108973452	-0.122275634	-0.201757487	-0.197273845	-0.088805003	-0.163638603	-0.236724483	-0.319131281	-0.267972503	-0.04879927	-0.468178388	-0.176118977	-0.298745191	-0.100921222	-0.261548686	-0.162035958	-0.191279066	-0.36817705	-0.068990161	-0.345877616	-0.161269214	-0.255638637	-0.294335446	-0.434495059	-0.603182371	-0.093229675	-0.056905041	-0.163200374	0.037896668	-0.306080775	-0.044883513	-0.11590678	-0.208432216	-0.047644889	-0.296179673	0.116373049	-0.206104611	-0.30986082
RAD51|Rad51	-0.401744618	-0.631853563	-0.814253227	-0.984029575	-0.914564604	-0.364122143	-0.748709939	-0.760843761	-0.808018247	-0.952965512	-0.304612105	-0.450763962	-1.011426553	-0.961326853	-0.626469226	-0.781916345	-0.866249649	-0.697626549	-0.380296195	-0.456891713	-0.599192377	-0.25488432	-0.684606232	-1.036606617	-0.824511591	-0.794119844	-0.76191728	-0.482662295	-0.582754882	-0.873295032	-0.318809163	-0.64907952	-0.531428356	-0.629021553	-0.569219951	-0.630272713	-0.683991447	-0.159858571	-0.270975061	-0.998836274	-0.268276071	-0.274092548	-0.646614098	-0.736451588	-0.819728592	-0.536221201	-0.944558241	-0.741305158	-0.452931056	-0.59403373	-1.132081066	-0.298754227	-0.538652029	-0.860221968	-0.457577945	-0.418177339	-0.778348161	0.156743071	-0.731753564	-0.867859481	-1.009382636	-0.714951583	-0.658320913	-0.021050906	-0.685652891	-0.554105194	-0.283142669	-0.327672714	-0.504016755	-0.514912085	-0.774456739	-0.747039861	-0.424626405	-0.485858747	-0.531191583	-0.643425129	-0.911274209	-0.522518629	-0.832235434	-0.709683783	-0.613949103	-0.920538266	-0.266711905	-0.589408546	-0.673728649	-0.351805341	-0.586801477	-1.011469978	-0.453098839	-0.974770113	-0.420186652	-0.269672209	-0.357956682	-0.800459432	-0.229135931	-0.210388313	-0.628855996	-0.311413859	-0.822012462	-0.47191045	-0.566619866	0.044923179	-0.271869957	-0.617256623	-0.655523232	0.476128595	-0.15201622	0.346380094	0.116122308	1.611409811	-1.015870542	0.726765607	-0.148081487	0.262602852	0.305492227	0.575443783	-0.278671569	-0.178219358	-0.058682164	0.738369052	-0.779484174	-0.353187374
RB1|Rb_pS807_S811	-1.180649305	-0.307915196	-0.421429741	0.231987588	-0.219814888	-0.654086752	-0.448917878	-0.122375123	-0.407627594	-0.439915034	-1.066974026	-1.029332515	-1.282656609	-0.511298796	-0.821059223	-0.732166026	-0.934830916	-0.748331895	-0.42405204	-0.749202065	-0.885525321	-1.035244865	-1.551389707	-0.491121707	-0.502070549	-0.402196292	-0.263030346	-0.641651667	-1.474913414	-1.164754582	-0.454373657	-1.235529544	0.707915143	-0.851139882	-0.635860403	-1.184306294	-0.677931895	-0.512280147	-0.461206025	-0.963308713	-0.592025342	-0.918493352	-0.607860145	-0.061298007	-0.769146346	-0.68995292	-0.447759325	-0.483510964	-1.027983392	-0.660292903	-0.594060152	-0.640064094	-0.740009826	-0.426627031	-0.912222376	-0.676377279	-0.350992487	-0.765997686	-0.469486959	-1.042930784	-0.687279674	-1.1429686	-0.78713857	-1.019590244	-0.608344823	-0.891703029	-0.737396841	-0.940988452	-1.148044474	-0.702751441	-0.882409286	-1.008280527	-1.022956577	-0.372169732	-0.2600408	-0.64574474	-1.018981427	-1.068765084	-0.579260729	-0.624349797	-0.709953784	-0.79922722	-0.919536007	-0.569410997	-0.685527417	-0.75835358	-0.500277659	-0.392476376	-1.20218624	-0.656861153	-0.663455018	-0.758979225	-0.899382575	-0.895946437	-0.63417709	-0.706488946	-0.818287024	-0.811281706	-0.714879717	-0.992346438	-0.970403807	-0.680505255	-1.032881804	-0.485530335	-0.169951707	-0.482816663	-0.472716524	-0.616249021	-0.321375786	-0.912769272	-0.093000575	-0.871559264	-0.688057315	-0.528972797	-1.003915451	-0.801072241	-1.097528434	-0.716477684	-0.740558399	-0.738784919	-0.9367092	-0.780795443
RPS6|S6	-0.616146321	-0.0489971	-0.020547871	0.444259862	0.635493499	-0.090512896	0.249719825	0.047240156	0.326845299	0.516220803	-0.695655316	-1.574795498	0.190793235	0.558065869	0.23099284	0.990450401	-0.130870005	-0.406026904	-0.997517891	-0.646217667	-0.673644632	-0.42084528	0.106966476	-0.232721599	0.188378121	0.177431447	0.020388952	-0.360328073	-0.14526531	1.747840621	-0.004747108	-0.406026904	0.334014719	-0.077272535	-0.272995166	0.591542986	-0.274111279	-0.404985486	0.231703476	-0.233275762	-0.658407485	-0.243789699	-0.107837009	0.186895539	0.545676045	-0.251287595	0.360998609	0.389175693	0.407470595	-0.029227621	-0.280755645	0.221657519	-0.294178223	0.82270455	-0.481369526	-0.402991487	0.127009548	-0.735397981	0.580367322	1.612284295	0.636531749	-0.081651669	0.245908304	-0.490237837	-0.160137524	-0.439777116	-0.501607479	-0.933045804	0.24561286	0.23060424	0.868630137	-0.497044435	-0.347481411	-0.099137354	-0.687983609	0.027851567	0.700163042	-0.106885552	-0.157801964	0.294041115	-1.686449107	0.736070476	0.46753635	2.112084505	0.640282162	0.330144747	0.116189655	1.568788815	0.385938239	0.250500797	-0.555357129	-0.767389391	-0.39583223	0.099915335	-0.685346134	-0.583209421	-0.073165739	0.950622719	-0.123188727	0.783452129	0.085419694	-0.161837157	0.254552768	-0.756536008	0.34033895	0.157166494	-0.110605285	0.271369504	-0.777612999	-1.196477063	0.765082353	-0.435700176	-0.406791886	-0.00427276	-0.876345866	-1.216701225	0.157666438	-0.192802686	-1.424714073	-0.038932369	-0.152945388	-0.353240543
RPS6|S6_pS235_S236	-1.458992523	-1.559883582	-1.272180613	-0.034521338	-0.189443681	0.044286942	-1.001656239	-0.975507979	-1.062523023	-0.610148096	-2.237233981	-1.12174882	-2.142299862	-0.715239622	-1.710959899	-0.751132253	-1.663143475	-1.673750566	-0.093906402	-0.858318384	-1.125479521	-0.066011547	-1.630562939	-0.636309789	-1.421712818	-1.422239368	-1.311310827	-0.457123504	-1.108656633	-1.15326473	0.078652417	-2.015858777	-0.90850928	-1.700072424	-1.397063632	-1.402436787	-1.427147304	0.411123261	-0.871859445	-1.2996302	-1.471641138	-1.897115211	-1.218546984	-0.583972644	-1.93580768	-1.725290998	-1.296391189	-0.567011184	-0.517863721	-0.678271322	-2.043097464	-0.988734134	-0.233400665	-1.379948207	-0.426189785	-1.342131312	-0.821737743	-0.220923987	-0.834661055	0.359058837	-0.250857181	-1.269959268	-1.342778797	-0.91605137	-0.993669872	-1.564312356	-2.287675813	-1.717150544	-0.524073401	-0.873220222	-0.996064959	-0.896504606	-0.476112207	-0.314802121	-2.053651294	-0.824600243	0.227370779	-1.212078441	-0.397395739	-1.44939961	0.149911128	-0.826103061	-0.158530709	-0.399878911	-1.145374747	-0.568668436	-0.558183588	-0.096090304	-1.792087096	-1.111323602	-1.652299919	-1.081390915	-0.746092739	-1.59985679	-0.924051255	-1.932939115	-0.909967944	0.149911128	-1.884535884	-0.765626512	-1.084779722	-1.352794321	-0.583189171	-0.534186226	-1.042094929	-1.538284746	-1.618710967	-1.557154693	-0.728322711	-1.787845249	-1.376320654	-0.113872229	-1.341132693	-1.616064625	-2.046941573	-1.87897516	-1.819423281	-1.488616699	-1.745031564	-0.148367977	-1.222650333	-2.360752796
RPS6|S6_pS240_S244	-1.875878491	-1.70273939	-1.521540724	-0.016449876	-0.584723678	0.404827099	-0.980302671	-1.065064173	-1.186828926	-0.424959819	-2.283392889	-1.158108615	-1.735013399	-0.998448904	-1.82083758	-0.688919724	-1.870571335	-1.764409525	0.02555244	-0.919357908	-0.855747259	0.206932878	-1.840232533	-0.831805888	-1.358655621	-1.468868553	-1.297157451	-1.022379568	-1.602675905	-1.101464003	0.136265111	-1.84132659	-0.865738425	-1.644397539	-1.127412013	-1.441418969	-1.666398508	0.531033914	-0.844264888	-1.387600452	-1.868458266	-1.900158716	-1.69173743	-0.800706367	-1.843599966	-1.930471232	-1.228141066	-0.82089757	-1.260966807	-0.636552525	-1.47475311	-1.297101349	-0.098422003	-1.353124647	-0.397155659	-1.365930312	-1.065001489	0.203210895	-0.594858304	-0.06982499	-0.555220369	-1.412390977	-1.467238909	-0.836398923	-0.908980459	-1.558296847	-1.948388483	-1.631729042	-0.799814997	-0.943500497	-1.125100864	-1.265038453	-0.564027452	-0.306401735	-1.842355492	-0.849552371	-0.429956072	-1.319349787	-0.386493118	-1.446554763	0.384107275	-1.174231342	-0.04609521	-0.459659935	-1.217717738	-0.498833147	-0.82784829	-0.43513588	-1.668169365	-1.129261391	-1.506315702	-1.511863749	-0.775070059	-1.440502507	-1.469124244	-1.812069349	-0.832630305	0.067621714	-1.779633798	-0.972850403	-1.344337192	-1.38252134	-1.128221417	-1.144007787	-0.853292587	-1.695111926	-2.012714091	-2.295119668	-1.982129623	-2.673310801	-1.441951084	-0.853011212	-1.492855054	-1.82443335	-2.926005207	-2.918180245	-2.711002556	-1.939238403	-2.166326155	-0.478474024	-1.606472453	-1.934357377
SHC1|Shc_pY317	-2.169186908	-1.997900463	-2.027924254	-2.483196638	-2.01024067	-1.933577961	-2.14609453	-2.186571494	-2.025676242	-2.396785905	-2.289424408	-2.176802594	-2.076925784	-1.984543195	-2.277989767	-2.167189635	-2.141755115	-2.158482681	-2.291830087	-2.103016942	-2.316413554	-2.169312032	-2.059010634	-2.108588693	-1.96286656	-1.995235211	-2.022911483	-2.424257024	-2.233586417	-2.472938043	-2.161282764	-2.224976097	-1.992027489	-2.0917146	-2.117269624	-1.986288762	-2.192799332	-2.270306099	-1.683450373	-2.238185901	-2.030533464	-2.195783697	-2.033701399	-2.102214128	-2.18009093	-2.049243151	-1.985118844	-1.863146119	-2.450329748	-2.265452119	-2.327476054	-2.387036103	-2.217894925	-2.176827988	-2.309173033	-2.280359372	-2.136500841	-2.627579831	-2.326237622	-2.295090068	-2.172197107	-2.303357141	-2.290817396	-2.162295069	-2.208825683	-2.217226276	-2.189792602	-2.317672053	-2.292591197	-2.279143116	-2.15697708	-2.229164525	-2.435208911	-1.984613752	-2.118956438	-2.272337647	-2.223354371	-2.412302142	-2.024383027	-2.157280704	-2.21762961	-2.099660378	-2.197940436	-2.083522594	-2.144020796	-1.978608281	-2.300237315	-2.042566657	-2.035271272	-2.197123347	-2.193675011	-2.29250378	-2.141162037	-2.081961402	-2.425602084	-2.250691853	-2.218928211	-2.361528353	-2.143854651	-2.075430045	-2.294445693	-2.245908609	-2.2251638	-2.365551296	-2.020728354	-1.942780044	-2.211379122	-1.843610045	-2.060408704	-2.233531263	-2.021061879	-2.827294109	-2.146491215	-2.1718864	-2.146813072	-2.040528318	-2.139451297	-2.139649594	-2.266442625	-2.168519374	-2.551217445	-2.262740058
SMAD1|Smad1	0.054138549	-0.157309395	-0.00402919	0.876947941	-0.086788886	-0.09785989	-0.133170624	-0.125974475	-0.062526432	0.491256455	-0.193648431	0.202019424	-0.212070652	-0.112466282	-0.303716064	0.070998466	-0.215006046	-0.198004792	-0.135916168	-0.164516369	-0.130636625	0.12181225	-0.100433645	-0.24402506	0.043556789	-0.138683482	-0.207269668	0.147780419	-0.028850935	0.322941767	-0.162814621	0.053507681	0.296370968	-0.1789698	0.102404602	-0.165227143	0.12819716	-0.212354409	0.212975746	-0.284089231	-0.334120655	-0.169556464	-0.191930001	0.323344033	0.002931402	-0.302319844	0.053764273	-0.047902936	0.148615171	0.145912588	0.178816879	0.152595539	-0.164531635	-0.323678406	-0.383714596	-0.167608726	-0.364922205	0.412884427	0.111000555	-0.118679648	0.128249282	0.137200624	-0.244702933	-0.45280243	-0.213304734	-0.111951888	0.189890435	0.271494396	0.032613304	0.158091835	0.26544339	-0.240405855	0.063651631	-0.25702739	0.216592677	0.006032215	-0.171520674	0.342536929	-0.386445609	0.041449383	-0.276519415	-0.353343869	-0.14157457	-0.035008543	-0.04990955	0.136652235	-0.037590434	0.190499111	0.222940382	-0.085139361	-0.264664839	-0.099523396	-0.153014426	0.039781768	-0.046359965	-0.204382896	-0.087545336	-0.121406035	-0.252237996	0.127540929	-0.132186418	-0.468953183	0.032585098	-0.179580099	-0.365808653	-0.838615348	-0.324886601	-0.413234961	-0.451126384	-0.451126384	-0.001438881	-0.582690736	-0.57884071	-0.218297636	-0.204057678	-0.059354671	-0.193423327	-0.496737628	-0.413952875	-0.275136808	-0.824480315	-0.819316733
SMAD3|Smad3	1.070023666	0.616920754	0.806522683	1.024419043	0.666425811	0.97772312	0.670230578	0.989198934	0.688713168	0.753164159	0.94302218	0.854648865	0.60298207	0.784380416	0.824160217	0.982878272	0.683595897	0.742276051	0.792761715	0.503599171	0.572730004	0.769809089	0.878603533	0.668269493	0.944860838	0.75535688	0.56951671	0.857778627	0.949703993	0.973073371	0.589369832	0.840610135	0.748874301	0.746184975	0.603005909	0.90150471	0.69622882	0.499831896	0.705122356	0.625969232	0.739874085	0.683261899	0.654292001	0.577923204	0.610863266	0.690723713	0.726912149	0.797127007	0.660001308	0.734066155	0.619921821	1.055776436	0.686976389	0.810577245	0.740853778	0.648478543	0.803957792	4.099823975	0.812224394	0.721488924	0.739808483	0.807123439	0.568958538	0.826887364	0.769318685	0.742045308	0.911289912	1.348704338	0.790323385	0.678111161	0.601373052	0.552896765	0.838102142	0.937786312	0.924467927	0.636576748	0.529070793	1.468746051	0.330431065	0.772337953	0.907139258	0.572802	0.79431927	0.635049077	0.518450594	0.671995176	0.712187084	0.720417063	0.623444947	0.501768906	0.629291086	1.260087967	0.520504527	0.798927307	0.782914087	0.989924265	0.870108932	1.203355749	0.607035461	0.612355232	0.561226086	0.759480734	1.127353753	1.112160514	0.805466318	1.357822408	0.611338322	0.837421626	0.905388032	0.706247064	2.205653262	1.644664905	0.623894943	1.263221561	1.113842051	0.830515632	0.776941803	0.824024495	0.782234172	1.055844772	0.50572721	0.705495875
SMAD4|Smad4	-0.791763086	-1.090766429	-0.817231727	-0.732243139	-1.233127274	-0.948954057	-0.979270437	-0.939025115	-1.162354401	-0.807209723	-0.628734538	-0.870300774	-1.246380495	-0.934836268	-1.300197627	-0.894737116	-1.0692209	-1.128640229	-0.697914993	-0.934809229	-1.028117738	-0.902491037	-1.165073647	-1.178168309	-1.113123591	-1.228019545	-1.075071739	-0.712517379	-0.954995792	-1.078318638	-0.917885881	-0.985095104	-1.160585981	-0.866223547	-1.081867641	-1.055753381	-0.671449596	-1.004880025	-1.012034817	-1.18128735	-0.966449126	-0.984007747	-1.128174532	-1.107577009	-1.158584326	-1.076374424	-1.058582637	-0.98812527	-0.846358977	-1.104227688	-1.06584815	-0.966957357	-1.03677066	-1.222749316	-1.057204199	-1.075238386	-1.25408541	-0.205417057	-1.182808084	-1.00039105	-1.182803253	-0.785612052	-1.191082904	-0.958996015	-1.080701967	-0.96229574	-0.951414531	-0.582337712	-1.046434526	-1.006813938	-0.944006023	-0.886902979	-0.939184676	-1.041212591	-0.710704347	-1.154842641	-0.948132831	-0.765475938	-1.112700147	-1.183409575	-0.832742637	-1.288384165	-1.061960178	-0.876089136	-0.998099388	-0.976964644	-1.036954201	-0.788093183	-1.102194786	-0.945654239	-1.185497847	-0.619591954	-0.997941725	-1.107474467	-0.720995598	-0.629119314	-0.992531321	-0.697556177	-1.163227649	-0.892618063	-0.994231017	-1.194901989	-0.600022894	-0.768934887	-1.101144284	-1.218998108	-1.298325503	-1.243717084	-1.148815777	-1.202128388	-0.763106679	-0.8809113	-1.16796669	-0.828820242	-1.0454903	-1.348685532	-1.143528365	-1.19557985	-1.231919794	-0.801108496	-1.415986341	-0.958595936
SRC|Src	-0.038571083	-0.420511606	-0.249227216	-0.507089297	0.014956417	-1.114264024	-1.00129998	-0.441712322	0.038978118	-1.039921605	-0.200948788	-0.845988095	-0.583107664	-0.855988404	-0.54430086	-1.092704391	-0.003073878	0.007231116	-0.55129043	-0.363744515	-0.78869988	-0.623786845	-0.193846207	-0.018062024	0.42306648	-0.049658934	0.042635776	-0.006333998	-0.569737767	-0.245197871	-0.620250382	-0.700063844	-0.486458106	0.044275876	-0.427831001	0.497700214	0.126210741	-0.466919891	-0.458023671	-0.140386103	-0.560635118	-0.329939926	-0.349313264	-0.457806521	-0.153170382	-0.33518362	0.037439746	-0.62238116	0.12568208	-0.775515886	-0.49679156	-0.130622166	-0.462356133	-0.143031595	-0.937819046	-0.573974435	-0.336216067	-0.41787333	-0.67684962	-0.76724167	-0.650405511	-0.084667389	-0.252047082	-0.685241957	-0.227652099	-0.460980753	-0.381346404	0.010136202	-0.50166244	-0.177277688	-0.440890181	-0.011425456	-0.566894574	-0.426084303	0.045201393	-0.52609365	-0.814356753	0.562627522	-0.583763189	-0.328002952	-0.919454885	-0.100866647	-0.132270195	-0.754345662	-0.288127507	-0.530588885	-0.46423779	-0.686963875	-0.453160422	-0.699252992	-0.493263116	-0.061070638	0.080535853	-0.215645693	-0.471145458	-0.438871213	-0.776982695	-0.237786029	-0.020207551	-0.425215713	-0.543577187	-0.41940941	0.367334028	0.10772006	-0.25684663	-0.499734636	-0.704065116	-0.143956506	-0.655922203	-0.211759358	-0.623657365	-1.286948475	-0.500143921	-0.419440896	-0.814322838	-1.010646161	-0.553182833	-0.552770106	-0.732953008	-0.820037029	-0.565531252	-0.650093675
SRC|Src_pY416	0.039312569	0.09503303	0.101524018	-0.247664188	0.299138064	-0.051140763	-0.02809675	0.1960658	0.120275409	-0.668693137	0.311024227	-0.002295886	-7.54E-05	0.433673608	-0.136491994	0.276751757	0.730757288	0.350169019	0.131347651	0.59361988	0.184323048	-0.345312516	-0.1005698	-0.18609366	0.118675139	0.317269208	0.627920701	0.215248154	0.169672772	0.212563994	0.478683959	-0.022342217	0.405639116	-0.119512193	0.380182551	-0.027434924	0.314654676	0.040354106	-0.222637928	0.125209236	0.328803933	0.333752107	0.209972928	0.313015068	0.04745526	0.333587599	0.351968201	0.440074504	0.186986564	0.520741489	0.211340452	0.534035884	0.35228374	-0.151586391	0.30910982	-0.296381793	0.897402453	-0.027381167	0.373233908	0.070907839	0.012882435	0.273156196	-0.29245924	-0.444393403	0.412640269	0.039095889	0.321873961	0.383180506	0.249291992	-0.277050303	0.009400047	-0.068429617	-0.004917493	-0.120020222	0.488947821	0.050642103	-0.089309597	0.807388147	-0.163674818	0.442513043	0.154654877	0.006340805	-0.100558592	0.033236224	-0.06710112	-0.302920048	0.1727251	0.543141271	-0.012643835	0.795255782	0.841647848	0.834202898	0.897885262	0.86071321	0.839516225	0.167602186	0.524793874	0.718765726	0.649132361	0.110191336	0.693479484	1.034572113	0.35763854	1.073199152	0.686375091	3.807606934	-1.116113532	-0.323789767	0.402524678	-0.61562679	-0.734860865	-1.549283771	0.471719478	0.046225777	-0.593343561	0.017529247	-0.044738798	0.274710847	0.195598356	1.318319409	-0.373155784	-0.564597129
SRC|Src_pY527	0.23169371	0.525565785	0.472910885	-0.450615269	1.160040641	0.164906744	0.479133666	0.372273895	0.305047768	-0.79003755	-0.385497199	0.188094725	-0.367862465	0.559021845	0.022253908	-0.219409298	0.043196907	0.600607054	0.143806734	-0.005858992	0.197518358	0.093818185	-1.594552174	0.685219283	1.042463797	0.155395651	0.754437706	-0.086800827	-0.565529232	0.564453598	0.253832619	-0.220575577	-0.019127034	0.439823482	0.547131501	-1.16936061	0.409607172	0.05661694	-0.718209932	0.04241044	-0.744837879	-0.49932811	0.191028031	0.356690735	0.514800436	-0.482336105	0.301560944	-0.224839514	0.126140694	-0.089870968	0.683762237	0.127219468	0.176152445	-0.326528208	0.486051285	-0.283421943	1.035696217	0.432710988	0.237462129	0.104604696	-0.180413086	-0.841613238	-0.335456698	-0.034555544	0.379655132	0.332763154	-0.39849496	0.349796933	-0.476178493	-0.188421613	0.262908125	-0.32705484	0.046270577	0.147232863	0.974851754	0.473724107	0.486387476	0.312415601	0.216542759	0.203291251	0.60730042	-0.220460123	0.155251863	0.47556747	-0.228032439	-0.745518532	0.185286765	0.491375793	-1.371656354	0.178248071	0.512648445	0.317097253	0.40093344	0.320441827	0.286077635	-0.370896041	0.381404704	0.790051522	0.405031557	-1.271261966	-0.338483814	-0.127346878	0.189984236	0.501668634	0.08106837	-0.074083629	-0.479600727	0.650932578	0.250937017	0.004416117	-1.004445276	0.701347263	-0.420423522	-0.347985184	-1.268584336	0.43899906	-1.035279836	0.549745633	0.763522695	0.826991032	0.144516489	-0.10299698
STAT3|STAT3_pY705	0.235129785	0.121560236	0.284220626	0.400957869	0.402562276	0.311895015	0.645123381	0.360266655	0.390400278	0.299309655	0.542052104	0.554189319	0.320773613	0.631395815	0.364192883	0.343530343	0.159949951	0.321015066	0.697005732	0.172424248	0.17937973	0.419564852	0.23073818	0.329130808	0.176230968	0.588715153	0.286281847	0.281936435	0.147181039	0.289847385	0.19608513	0.255802346	0.203629921	0.395647976	0.390990538	0.044490506	0.383483827	-0.009382385	0.48236206	0.476329518	0.509612456	0.022581968	0.347821825	0.48236206	0.536593035	1.335169071	0.210506026	0.45749303	0.017318134	0.503813901	0.232267212	0.299600706	0.328322898	0.483458744	0.230196673	-0.008130111	0.287967807	1.224836217	0.180179868	0.695653286	0.051795038	0.605398638	-0.119803633	0.201285247	0.691279655	0.275174411	0.149448104	0.042911008	0.569970108	0.26132063	0.376234206	0.150151106	0.359942527	0.56446007	-0.128810487	0.451542369	0.936763271	0.392721069	0.631887967	0.302794839	1.157225754	0.14234183	0.62477454	0.011315229	0.48236206	0.319298499	0.48236206	0.030377045	-0.051021711	0.419144813	0.578958892	0.035901266	0.519213232	0.897660238	0.273754921	-0.317367624	-0.005338561	0.072569916	0.48236206	0.294339804	0.270022477	0.039160436	-0.015490383	0.167001725	0.837805443	3.487863633	-0.189684679	0.10238516	0.574744846	-0.290936307	-0.708328787	0.173610729	0.837262114	0.124022713	-0.097807814	0.229135016	0.00098177	0.133342368	0.501614792	0.4998075	0.18738429	0.215955158
