23586,4155.76952960491
144983,2266.6361253415
100131510,1746.23247580022
347736,1287.32845881886
3480,980.937792097034
781,936.689862043346
284485,903.177621796069
25804,835.38733195792
114987,743.113449128952
50805,716.825985333687
79905,712.295429150109
25865,654.625940173469
145482,638.199928756707
999,635.775153773944
401152,563.647783976739
9370,468.861083625051
5573,400.84155495045
172,395.78889195929
2918,295.398458637247
11138,293.970289866039
7320,281.157767953765
3213,267.134992419043
29122,258.917287580053
54848,256.169576552782
84663,248.53211125413
11174,242.67547912346
5243,241.913957433342
51534,227.393869267761
400509,227.053289409449
57620,211.38594138585
7157,209.902584214807
7341,205.73863555451
9262,205.276165278294
10426,204.840367955671
441430,199.12763197549
644128,194.471837746697
1889,190.458243031699
55236,185.927505332377
90324,178.483635828204
30812,177.676792906433
123207,176.928260864041
51088,174.462072377431
340547,174.194509702145
25943,172.696988190966
10885,169.652261778222
858,143.022592085185
627,140.497316894296
55355,137.935822015391
140880,131.87697545038
57449,116.316268300478
