26251,112.786242404848
54626,88.0918109424097
5607,65.1317973169723
4902,62.252120554058
401233,59.501554277404
117289,57.363864402274
113540,51.303719097633
8630,48.1364136764489
8318,48.118237809374
399693,47.5874282012384
93010,47.5512972469228
3211,47.2089873593504
9666,46.5209105973266
57221,45.5585226363982
6777,44.4808180893176
145873,44.2980791602194
84305,43.8878694727404
1161,42.7185986586636
90557,40.306600910523
91409,40.306600910523
2160,39.7676933126926
114898,38.6075251657283
23321,38.2486996953769
55466,37.5096651557058
375567,37.4215379392221
4016,35.5281668139094
93034,32.9778680987699
100526794,32.9778680987699
814,32.7359072843136
57597,32.44153799411
91179,32.2579989286486
152002,31.9204837700359
5764,31.6046576373292
257194,30.9346198720055
23566,30.8276739328813
285441,30.6556475522634
340107,30.1239052943992
100996843,29.5384026189915
26996,29.282333413162
8665,29.2067128182122
1769,29.1031823555978
100507537,28.0358271092949
203238,27.6839398615772
80862,27.6072168354566
100507399,27.6072168354566
282775,26.8074347192139
6005,26.6377235736145
284,26.5185428964212
1442,26.5114274375645
1444,26.5114274375645
2688,26.5114274375645
2689,26.5114274375645
