84330,21448.503984383
117608,5906.32741086148
5366,3656.96339965188
283237,2507.23276219061
11062,1759.19108951829
79666,1566.52879837278
7078,1477.52533993405
9134,1036.97419017919
11146,1016.85961551757
4589,498.373686342931
119765,423.048507452913
148534,405.487363368805
403,395.526136338486
51222,338.653742868532
10916,330.121282766226
201725,318.852525570323
6991,307.916975334933
10926,297.278821085839
84800,289.63180109393
10392,288.896265873424
54888,257.366232302594
2783,251.400838072118
51012,242.248208377913
25816,240.965752912155
54733,233.830637904194
55282,231.863720658623
55596,228.957563515691
3958,220.519815071136
1263,217.825226947691
3714,217.380632308964
85417,214.560366683193
390,206.359508325932
51052,201.464379781434
10625,190.966699138902
6651,188.894536946025
20,184.707461526023
339487,177.954892065988
257364,177.749542673396
706,171.038441476715
57611,167.660323407956
10084,166.626121766288
1741,166.188591937118
10155,166.170122549774
84824,164.787852979995
55239,157.340005101086
6048,151.896531303362
1378,147.005628682291
22990,146.159843092408
2131,142.482513858606
54872,138.245071829911
