6352,Inf
85478,Inf
85477,Inf
157506,Inf
160364,Inf
317719,Inf
84465,Inf
83656,Inf
92949,Inf
118421,Inf
83451,Inf
646,Inf
57094,Inf
164684,Inf
245973,Inf
65061,Inf
23210,Inf
84203,Inf
57554,Inf
222546,Inf
115761,Inf
114134,Inf
114769,Inf
200407,Inf
150590,Inf
157983,Inf
338339,Inf
9481,Inf
147687,Inf
92291,Inf
115111,Inf
22858,Inf
10861,Inf
201516,Inf
80161,Inf
148823,Inf
148870,Inf
100507431,Inf
142937,Inf
245938,Inf
94122,Inf
266553,Inf
155051,Inf
143501,Inf
255061,Inf
729220,Inf
202151,Inf
162282,Inf
79741,Inf
27127,Inf
146723,Inf
284756,Inf
165631,Inf
143872,Inf
146857,Inf
100996634,Inf
221223,Inf
100288966,Inf
319101,Inf
259287,Inf
100128202,Inf
101929344,Inf
161835,Inf
219621,Inf
122481,Inf
3656,Inf
128497,Inf
114792,Inf
89886,Inf
25812,Inf
29774,Inf
29797,Inf
266697,Inf
646074,Inf
727983,Inf
102725315,Inf
139105,Inf
121599,Inf
57705,Inf
257240,Inf
7652,Inf
160857,Inf
222029,Inf
125981,Inf
134864,Inf
4907,Inf
2046,Inf
51144,Inf
9481,Inf
9679,Inf
642976,Inf
83473,Inf
29119,Inf
64167,Inf
1588,Inf
2555,Inf
9855,Inf
54414,Inf
5527,Inf
93034,Inf
100526794,Inf
9971,Inf
10878,Inf
57522,Inf
222008,Inf
23047,Inf
8786,Inf
93426,Inf
399693,Inf
219771,Inf
55064,Inf
55064,Inf
6538,Inf
132625,Inf
132625,Inf
90102,Inf
8605,Inf
5156,Inf
57602,Inf
65084,Inf
5558,Inf
100996481,Inf
54768,Inf
8796,Inf
554174,Inf
101928921,Inf
23181,Inf
284525,Inf
7092,Inf
57821,Inf
10225,Inf
28378,Inf
64581,Inf
55970,Inf
80036,Inf
133522,Inf
256380,Inf
10944,Inf
79983,Inf
10026,Inf
28513,Inf
26223,Inf
26223,Inf
7299,Inf
9063,Inf
10712,Inf
2567,Inf
10993,Inf
56203,Inf
765,Inf
353514,Inf
93986,Inf
5802,Inf
941,Inf
79875,Inf
100507463,Inf
54932,Inf
101928001,Inf
93010,Inf
124773,Inf
440279,Inf
118611,Inf
196446,Inf
100506016,Inf
486,Inf
285780,Inf
388946,Inf
101805491,Inf
100506331,Inf
285326,Inf
30844,Inf
100506724,Inf
51755,Inf
51755,Inf
319089,Inf
153577,Inf
286087,Inf
440073,Inf
100861552,Inf
143903,Inf
101927138,Inf
54207,Inf
100506834,Inf
79683,Inf
340107,Inf
133491,Inf
286002,Inf
284346,Inf
100132735,Inf
100506107,Inf
101927111,Inf
9720,Inf
284047,Inf
348254,Inf
101929141,Inf
100505839,Inf
203427,Inf
100505878,Inf
340206,Inf
387486,Inf
55187,Inf
101927870,Inf
283745,Inf
136288,Inf
100507240,Inf
64844,Inf
338862,Inf
100128176,Inf
643401,Inf
101927967,Inf
101928687,Inf
101929153,Inf
401134,Inf
101926960,Inf
285954,Inf
340094,Inf
414201,Inf
729178,Inf
960,Inf
84159,Inf
283788,Inf
203238,Inf
84740,Inf
63892,Inf
150248,Inf
5175,Inf
8876,Inf
152078,Inf
57020,Inf
147081,Inf
401884,Inf
57460,Inf
346157,Inf
112770,Inf
728264,Inf
387357,Inf
284759,Inf
720,Inf
721,Inf
100293534,Inf
158257,Inf
338069,Inf
340152,Inf
654254,Inf
100506013,Inf
101928043,Inf
55503,Inf
4055,Inf
613266,Inf
100505832,Inf
101929690,Inf
101929622,Inf
100862704,Inf
3653,Inf
6638,Inf
91380,Inf
347746,Inf
100033416,Inf
100033433,Inf
100033444,Inf
100033450,Inf
100033802,Inf
100033820,Inf
101930404,Inf
56981,Inf
163351,Inf
1131,Inf
161635,Inf
100506489,Inf
400581,Inf
401220,Inf
731424,Inf
23365,Inf
100289094,Inf
100048912,Inf
102723757,Inf
29969,Inf
11325,Inf
9066,Inf
100192378,Inf
158399,Inf
84777,Inf
3177,Inf
84144,Inf
574407,Inf
101927990,Inf
646168,Inf
101927069,Inf
55370,Inf
145942,Inf
51101,Inf
285593,Inf
283403,Inf
1588,Inf
100127974,Inf
2494,Inf
53336,Inf
101929741,Inf
101928161,Inf
100874371,Inf
58493,Inf
64881,Inf
101926951,Inf
79691,Inf
283208,Inf
283731,Inf
374987,Inf
285972,Inf
374900,Inf
101927735,Inf
196475,Inf
222826,Inf
101927490,Inf
101926959,Inf
414260,Inf
100874239,Inf
100505875,Inf
100505875,Inf
101928516,Inf
100861551,Inf
400590,Inf
4129,Inf
646241,Inf
101927211,Inf
101928684,Inf
387601,Inf
245911,Inf
101928539,Inf
101927295,Inf
101928961,Inf
80005,Inf
10352,Inf
101927450,Inf
147409,Inf
344905,Inf
1776,Inf
150005,Inf
100505716,Inf
284661,Inf
120400,Inf
101928618,Inf
101929312,Inf
340156,Inf
2864,Inf
8082,Inf
6285,Inf
101928012,Inf
101978719,Inf
100506939,Inf
1768,Inf
8091,Inf
101929662,Inf
100874205,Inf
149233,Inf
131368,Inf
100505635,Inf
100996490,Inf
157931,Inf
284958,Inf
152225,Inf
101927734,Inf
245935,Inf
642426,Inf
574538,Inf
374860,Inf
121006,Inf
5166,Inf
64478,Inf
387751,Inf
200403,Inf
285830,Inf
100423035,Inf
127428,Inf
101928622,Inf
1130,Inf
440704,Inf
284263,Inf
401474,Inf
285943,Inf
285547,Inf
286114,Inf
285593,Inf
285224,Inf
100128025,Inf
101928886,Inf
254099,Inf
83988,Inf
652972,Inf
64800,Inf
101928271,Inf
101928449,Inf
100128788,Inf
100861546,Inf
646522,Inf
2819,Inf
285375,Inf
729083,Inf
100507053,Inf
101928646,Inf
2160,Inf
140733,Inf
2491,Inf
100874063,Inf
100506733,Inf
5336,Inf
101927219,Inf
101927331,Inf
100129603,Inf
51201,Inf
94121,Inf
100874187,Inf
340184,Inf
8945,Inf
284950,Inf
3295,Inf
101929073,Inf
100129620,Inf
728690,Inf
339593,Inf
284071,Inf
101927111,Inf
285857,Inf
401114,Inf
100130894,Inf
101928607,Inf
122773,Inf
144568,Inf
145447,Inf
100616234,Inf
23033,Inf
89866,Inf
100129427,Inf
728723,Inf
136371,Inf
136371,Inf
7143,Inf
101928495,Inf
83852,Inf
266553,Inf
266553,Inf
56956,Inf
83647,Inf
50862,Inf
79705,Inf
727957,Inf
400940,Inf
10351,Inf
117177,Inf
55191,Inf
23105,Inf
1122,Inf
84525,Inf
101927465,Inf
26134,Inf
253959,Inf
319103,Inf
374618,Inf
7152,Inf
64216,Inf
64216,Inf
7302,Inf
57492,Inf
219525,Inf
158131,Inf
497258,Inf
497258,Inf
25981,Inf
26716,Inf
26821,Inf
127602,Inf
101927934,Inf
7757,Inf
100506172,Inf
55840,Inf
100631378,Inf
6003,Inf
221336,Inf
100507173,Inf
101929528,Inf
101928140,Inf
154865,Inf
8749,Inf
5286,Inf
2956,Inf
440864,Inf
645784,Inf
6507,Inf
643338,Inf
7158,Inf
162993,Inf
100505555,Inf
92105,Inf
100507428,Inf
731779,Inf
200010,Inf
101928123,Inf
55379,Inf
140894,Inf
6251,Inf
26469,Inf
23216,Inf
2160,Inf
64092,Inf
64067,Inf
5450,Inf
101928620,Inf
219731,Inf
101927292,Inf
101929328,Inf
147719,Inf
10396,Inf
401387,Inf
101927943,Inf
124989,Inf
23408,Inf
101928893,Inf
4638,Inf
149620,Inf
252884,Inf
161357,Inf
728591,Inf
4045,Inf
391059,Inf
101928773,Inf
54886,Inf
140834,Inf
8653,Inf
163051,Inf
101926928,Inf
643201,Inf
338579,Inf
894,Inf
999,Inf
999,Inf
7078,Inf
8553,Inf
2012,Inf
2012,Inf
3371,Inf
3880,Inf
6446,Inf
26509,Inf
2202,Inf
5552,Inf
4057,Inf
25937,Inf
2633,Inf
8743,Inf
196,Inf
4017,Inf
4643,Inf
1001,Inf
7018,Inf
19,Inf
7447,Inf
4907,Inf
2313,Inf
2321,Inf
23046,Inf
240,Inf
2619,Inf
3283,Inf
7448,Inf
645832,Inf
9619,Inf
3690,Inf
229,Inf
5596,Inf
761,Inf
10232,Inf
2701,Inf
10612,Inf
4982,Inf
4982,Inf
5350,Inf
222,Inf
1326,Inf
2173,Inf
5004,Inf
5005,Inf
1080,Inf
4261,Inf
6348,Inf
6349,Inf
414062,Inf
4207,Inf
729991,Inf
100271849,Inf
9744,Inf
10563,Inf
64849,Inf
5450,Inf
101928620,Inf
9567,Inf
7022,Inf
650,Inf
27293,Inf
6688,Inf
8000,Inf
43,Inf
6581,Inf
9358,Inf
259,Inf
3001,Inf
5125,Inf
285,Inf
3053,Inf
2687,Inf
11116,Inf
1357,Inf
9514,Inf
4547,Inf
683,Inf
7011,Inf
1401,Inf
3699,Inf
11001,Inf
912,Inf
9369,Inf
5122,Inf
5644,Inf
5645,Inf
3676,Inf
1524,Inf
8875,Inf
3570,Inf
1444,Inf
13,Inf
2041,Inf
5600,Inf
26191,Inf
33,Inf
2042,Inf
3792,Inf
2043,Inf
9705,Inf
9635,Inf
1414,Inf
4223,Inf
1071,Inf
9032,Inf
5582,Inf
7098,Inf
6822,Inf
2984,Inf
2134,Inf
3428,Inf
1236,Inf
5294,Inf
6505,Inf
930,Inf
7092,Inf
27035,Inf
2558,Inf
10154,Inf
5753,Inf
9229,Inf
2328,Inf
8972,Inf
3630,Inf
27121,Inf
22797,Inf
7369,Inf
2892,Inf
8608,Inf
3741,Inf
3759,Inf
3347,Inf
51710,Inf
101060181,Inf
7294,Inf
5149,Inf
11026,Inf
64714,Inf
5506,Inf
4821,Inf
5741,Inf
6329,Inf
1411,Inf
8854,Inf
2694,Inf
26762,Inf
55410,Inf
83869,Inf
8999,Inf
4892,Inf
3952,Inf
3751,Inf
25833,Inf
3768,Inf
100134444,Inf
100996843,Inf
2015,Inf
2660,Inf
2262,Inf
25794,Inf
9099,Inf
3738,Inf
4153,Inf
64386,Inf
186,Inf
1946,Inf
3358,Inf
685,Inf
6360,Inf
1581,Inf
22925,Inf
8528,Inf
7101,Inf
11281,Inf
100127886,Inf
2981,Inf
3904,Inf
2917,Inf
100996542,Inf
4352,Inf
5308,Inf
9311,Inf
11194,Inf
4115,Inf
4018,Inf
9313,Inf
750,Inf
4593,Inf
9085,Inf
29909,Inf
2515,Inf
5992,Inf
2204,Inf
11063,Inf
5077,Inf
1417,Inf
10690,Inf
871,Inf
4014,Inf
1007,Inf
3859,Inf
3558,Inf
6374,Inf
51350,Inf
9940,Inf
3562,Inf
1572,Inf
3445,Inf
6869,Inf
81696,Inf
81797,Inf
554,Inf
1558,Inf
10279,Inf
1118,Inf
1758,Inf
7273,Inf
22947,Inf
26582,Inf
26583,Inf
441056,Inf
652301,Inf
653543,Inf
653544,Inf
653545,Inf
653548,Inf
728410,Inf
100133400,Inf
100287823,Inf
100288289,Inf
100288687,Inf
100291626,Inf
100419743,Inf
102723449,Inf
23338,Inf
153,Inf
9366,Inf
9469,Inf
8647,Inf
9478,Inf
59351,Inf
2494,Inf
9082,Inf
353515,Inf
1442,Inf
1444,Inf
2688,Inf
1576,Inf
5105,Inf
6891,Inf
11166,Inf
3250,Inf
2813,Inf
3207,Inf
27022,Inf
26707,Inf
27023,Inf
5727,Inf
690,Inf
390502,Inf
9294,Inf
6874,Inf
100996843,Inf
7471,Inf
6759,Inf
548313,Inf
9612,Inf
3964,Inf
3428,Inf
7204,Inf
5696,Inf
873,Inf
7980,Inf
7980,Inf
760,Inf
634,Inf
1066,Inf
100653057,Inf
83604,Inf
4772,Inf
3126,Inf
8228,Inf
10481,Inf
2526,Inf
8651,Inf
1757,Inf
361,Inf
361,Inf
10136,Inf
3910,Inf
22861,Inf
6373,Inf
6003,Inf
9659,Inf
9400,Inf
2999,Inf
10902,Inf
6327,Inf
5733,Inf
6359,Inf
348249,Inf
3758,Inf
2747,Inf
5710,Inf
4110,Inf
3624,Inf
3140,Inf
1485,Inf
246100,Inf
438,Inf
1109,Inf
27180,Inf
8829,Inf
796,Inf
259197,Inf
5733,Inf
9830,Inf
11280,Inf
6049,Inf
146,Inf
8817,Inf
22837,Inf
1896,Inf
285,Inf
7404,Inf
