NAME	Description	GSM320249/GSM320243	GSM320250/GSM320244	GSM320251/GSM320245	GSM320252/GSM320246	GSM320253/GSM320247
1552468_a_at	NA	2.958000239	1.389057828	2.174635145	5.326076954	1.204040201
1552470_a_at	NA	3.774298056	1.240446965	9.767456684	16.94589634	2.204927858
1552472_a_at	NA	1.457024919	0.792677486	0.522680965	0.880974074	0.867462521
1552473_at	NA	0.528845246	1.851668152	1.600930677	0.977050592	1.43124909
1552474_a_at	NA	0.646739062	0.520652201	0.911472797	1.228340512	0.992771595
1552476_s_at	NA	0.690229424	0.532326855	1.106721204	0.539554378	0.896956916
1552477_a_at	NA	0.375573975	0.329257733	0.424961886	0.382734711	0.421158396
1552478_a_at	NA	0.530893189	0.015769129	0.653022155	0.551857016	0.446456594
1552480_s_at	NA	18.83134223	2.130393097	8.309214595	3.141751042	1.123071529
1552481_s_at	NA	1.343326668	1.015241469	0.779907417	1.872097733	0.722539354
1552482_at	NA	1.575644286	7.506372133	0.834511541	1.847472451	1.112329061
1552484_at	NA	2.262463296	1.067692568	2.627152847	3.324172743	4.597914267
1552485_at	NA	1.016528943	0.574540119	0.472025825	0.61081805	0.521238437
1552486_s_at	NA	0.502354035	1.111508828	0.520961455	0.86482539	0.665056502
1552487_a_at	NA	0.564250426	0.640124908	0.521594905	0.516819192	0.547962503
1552489_s_at	NA	1.807331247	4.314498467	0.870664445	33.75111773	6.757657354
1552490_at	NA	3.193874517	2.685956751	1.580668583	2.463565142	1.555975088
1552491_at	NA	2.398055899	1.238307187	0.200851379	1.044295431	1.579798081
1552493_s_at	NA	1.34211536	0.29184466	1.383938458	1.101981458	1.104305865
1552494_at	NA	0.933391762	0.186863532	1.174135723	2.448486169	0.169364314
1552496_a_at	NA	0.44973428	1.510864014	1.625846053	1.234955182	1.808016525
1552497_a_at	NA	2.967677662	1.114785455	0.900820499	1.844588598	1.090214709
1552498_at	NA	0.126336587	1.511309445	5.879339611	8.872330167	1.968671193
1552499_a_at	NA	2.028390954	2.452996241	1.254391444	1.977915351	1.802703248
1552501_a_at	NA	17.9145886	13.01618452	1.378305052	4.854158792	6.221329557
1552502_s_at	NA	0.750384959	1.515634597	0.838596828	0.670233849	1.101368982
1552503_at	NA	1.468382154	1.364274814	0.674720192	0.246252744	1.160676326
1552504_a_at	NA	5.084525816	3.705389933	3.964067904	4.725060827	0.995568652
1552506_at	NA	0.698433322	0.433777046	0.14520868	2.584069208	0.21767496
1552507_at	NA	0.98864078	0.817133443	0.984379907	9.514182837	2.199055988
1552508_at	NA	1.209752615	1.692261724	3.250257411	6.18556701	0.577040896
1552509_a_at	NA	2.320342354	1.384932062	0.438714771	8.285246227	1.345332116
1552510_at	NA	0.605640796	1.520667407	0.67527706	1.259653421	1.285880395
1552511_a_at	NA	5.966666667	2.422484708	0.770707909	2.404209312	1.28788801
1552514_at	NA	3.02230303	3.094604492	1.979129663	3.170202573	0.641533171
1552515_at	NA	3.22137013	1.799838429	0.351034403	1.091028473	1.255854148
1552516_a_at	NA	0.94844342	2.545217533	0.21233797	1.67578986	9.07451856
1552518_s_at	NA	11.98965506	1.183588935	2.829307293	2.57025544	1.74174093
1552519_at	NA	2.125649223	0.213642364	0.734782491	0.909666915	0.946585469
1552520_at	NA	1.692272686	1.405367449	1.048618333	1.978280884	0.655379796
1552521_a_at	NA	0.255524259	19.68045388	1.347177137	57.15847395	0.287252774
1552522_at	NA	2.062889984	1.803065309	1.990559584	2.869776747	8.972294148
1552523_a_at	NA	3.055136876	2.604987039	1.870823146	7.843609023	4.722738196
1552524_at	NA	1.946338846	1.254719368	1.261527956	2.095494613	0.797417272
1552526_at	NA	1.163922581	1.003692489	4.56065391	2.349196224	1.301776872
1552528_at	NA	0.666506891	0.341724293	1.449882906	4.59683872	0.567009627
1552531_a_at	NA	1.821164082	1.370314193	2.303467289	0.54721663	1.786093927
1552532_a_at	NA	49.80488889	16.1535461	0.870244919	2.384235585	2.350857621
1552535_at	NA	1.447229113	1.195976877	1.280960266	0.859867584	0.863190527
1552536_at	NA	3.864793213	1.252145847	1.211164024	2.675679888	0.873123479
1552538_a_at	NA	4.93492123	2.843483955	3.600346021	1.177169421	0.99666143
1552540_s_at	NA	9.249259032	2.617378907	4.012621392	2.514768697	1.91614072
1552541_at	NA	109.0809881	33.44710108	45.83240308	37.65958642	60.79924332
1552542_s_at	NA	3.238662765	1.918660893	6.771388363	21.42004203	0.957121107
1552543_a_at	NA	1.577039004	1.517698467	1.627212979	3.535691166	1.542153976
1552544_at	NA	1.324855366	1.737483484	3.800014358	2.269137485	2.136466875
1552546_a_at	NA	1.374270824	1.480764104	1.124872846	1.144998021	1.089667281
1552548_at	NA	2.249407254	1.911797133	5.058441317	1.481520869	0.41645742
1552549_a_at	NA	1.909427061	0.753127506	0.960607542	2.855881286	3.454291578
1552552_s_at	NA	1.392320232	6.869254484	1.319238087	0.351199627	1.068245852
1552553_a_at	NA	0.350178021	0.184620936	0.900492444	0.662734212	0.223424032
1552554_a_at	NA	0.392519033	3.95476259	0.825969097	0.4113458	3.925433739
1552555_at	NA	2.429220112	0.647403431	0.429774852	0.239476782	1.153079358
1552557_a_at	NA	1.194730857	0.16288311	0.880094614	0.601880674	1.250418922
1552558_a_at	NA	3.320322054	1.65083358	3.38351253	2.164715035	2.468711111
1552559_a_at	NA	2.281869926	1.658400772	3.766894347	3.062419285	2.081981637
1552562_at	NA	1.820153154	1.111153148	1.073019833	4.641854843	0.324662861
1552563_a_at	NA	1.280208658	0.994712154	0.832361176	0.995198293	0.85378639
1552564_at	NA	16.57442044	1.215649447	4.473113654	8.600542097	3.041072781
1552566_at	NA	1.134697668	0.734074823	15.04310062	0.322102602	1.377539005
1552568_at	NA	6.907375545	0.239841035	0.918266647	12.83192644	0.981573212
1552569_a_at	NA	2.740780181	1.343640748	9.037092581	0.716498114	0.525001944
1552570_at	NA	21.9784863	0.237990955	3.443641829	0.376843123	1.151799405
1552572_a_at	NA	4.713687433	3.651576494	2.072299016	1.504042465	1.701307428
1552573_s_at	NA	2.54347747	0.976569366	1.433484346	3.291035405	2.249209532
1552575_a_at	NA	0.575346062	0.318680915	0.43280577	0.160206835	0.336373585
1552576_at	NA	2.131593917	1.24304913	4.151179312	2.749861496	1.544117647
1552578_a_at	NA	3.730103133	3.563701386	1.271458271	0.290645323	0.160903047
1552579_a_at	NA	1.876414724	0.813920966	2.142009196	0.118409436	0.937099687
1552580_at	NA	3.325861353	1.92715959	0.831275168	1.027600412	0.789127576
1552582_at	NA	1.557253305	2.614306785	0.263690525	0.616769693	2.012920139
1552583_s_at	NA	1.188729242	1.545224715	1.461107757	1.40607552	1.821114495
1552584_at	NA	11.17219226	1.882747191	11.38268773	3.271973346	0.428331574
1552585_s_at	NA	1.295191446	1.097507911	0.678271786	1.276687722	1.16051633
1552586_at	NA	3.952553105	8.173216885	0.892172034	0.448977378	0.876981331
1552587_at	NA	10.80434101	1.384144739	0.812315208	1.6928872	2.322929524
1552588_a_at	NA	0.704031621	1.065178169	1.635952283	4.314543961	0.955972193
1552590_a_at	NA	2.39008209	2.707823277	1.001390557	2.497629025	1.634542973
1552592_at	NA	29.5584933	0.706038048	1.629514086	0.461859011	5.137394851
1552594_at	NA	3.952943079	2.929764074	2.833834613	8.7749719	2.524969789
1552596_at	NA	0.288933675	0.453488687	1.3065532	1.701166089	0.939142917
1552598_at	NA	0.481795319	0.294403893	0.993768059	0.09578003	0.204620018
1552599_at	NA	1.582055021	0.925284585	1.1920767	0.194280666	0.818303156
1552602_at	NA	1.555119567	1.710649757	1.531873336	3.530781844	1.670947594
1552604_at	NA	5.681075025	1.392567996	3.042114822	7.638927317	1.22516486
1552605_s_at	NA	2.035980991	0.809369898	0.754518785	1.084646302	11.72639192
1552607_at	NA	1.31521479	1.028327013	0.866607823	0.304851911	1.309453679
1552608_at	NA	2.111886014	0.88477877	6.100209922	3.67703555	1.093636413
1552609_s_at	NA	1.994000562	1.497238037	0.562887914	1.05833533	1.160953938
1552610_a_at	NA	0.580189455	0.431550395	0.645115693	0.734439299	0.687798443
1552611_a_at	NA	0.590679919	0.201606973	0.822101334	1.070241903	0.869410123
1552612_at	NA	0.487308256	0.333718049	0.452060315	0.526882423	0.579033533
1552613_s_at	NA	0.300064478	0.254852782	0.254230408	0.269611478	0.275804575
1552615_at	NA	2.443079938	1.141900446	1.543270436	4.797160454	1.382364428
1552616_a_at	NA	11.3104928	1.38490736	0.680920909	1.149725985	4.331347872
1552617_a_at	NA	1.131733915	0.988788494	1.441230267	1.363256179	1.256855988
1552618_at	NA	0.310673677	0.578027258	0.610423282	1.16137349	0.696419998
1552619_a_at	NA	1.074792942	0.87036395	0.987339937	0.995691041	0.988330138
1552620_at	NA	0.875844733	0.925212859	0.617584405	1.762243396	1.477569751
1552621_at	NA	0.322626901	0.064062114	0.288953519	0.159806332	0.283150049
1552622_s_at	NA	0.443442134	0.069568033	0.363172801	0.28755715	0.281409669
1552623_at	NA	2.322054828	2.718207088	1.991710625	3.659623335	1.37199243
1552625_a_at	NA	1.092421857	1.205439799	1.569813046	1.138503855	1.036285866
1552626_a_at	NA	31.08259799	0.603816756	3.090448152	5.251362453	3.143694666
1552627_a_at	NA	0.601309715	0.284619074	0.558176036	0.475223484	0.664615994
1552628_a_at	NA	0.584814227	0.248975055	0.643272266	0.508077747	0.634727
1552629_a_at	NA	3.260717571	0.60120929	1.670294456	1.230665087	1.742709599
1552630_a_at	NA	6.535738667	0.383794253	2.168133314	0.338673279	0.500368274
1552631_a_at	NA	0.2702028	0.533398642	0.053311263	0.937955746	1.221781932
1552632_a_at	NA	2.427729272	1.96506004	2.314971934	1.73754831	2.179292772
1552633_at	NA	0.231026712	0.161041224	0.232663069	0.103528331	0.127566453
1552634_a_at	NA	1.474271842	2.333238252	2.009149643	1.158760232	1.511192128
1552637_at	NA	1.578721189	1.32462422	1.472481432	1.921199891	1.075093641
1552639_at	NA	0.58363062	0.357874319	0.546950542	5.014721434	0.527419431
1552641_s_at	NA	1.800848934	0.225411738	6.391370877	0.833870246	2.228114585
1552643_at	NA	0.863239458	0.124886217	0.770404997	0.949470946	1.187361063
1552644_a_at	NA	2.128955673	1.314298461	1.07399019	1.413413182	1.768766362
1552646_at	NA	4.428576679	1.81324433	6.321593788	3.824048157	3.368431557
1552648_a_at	NA	0.999006378	1.377441126	1.252908787	1.270827096	1.230204742
1552649_a_at	NA	5.31064095	10.74300421	8.666159147	4.303072701	11.71917727
1552651_a_at	NA	2.619984744	5.182934258	2.786334853	2.067524868	1.528512983
1552652_at	NA	3.115098648	1.940444241	1.286073253	1.644720242	2.617911901
1552656_s_at	NA	0.916807924	0.807942912	0.500185487	1.131599304	0.847283272
1552657_a_at	NA	1.029710421	0.622808525	0.203715653	1.213341131	0.090488397
1552658_a_at	NA	1.177667849	2.232980833	1.289553005	1.595697879	0.79920173
1552660_a_at	NA	0.81244561	0.651221771	1.160010532	1.48596607	1.201065191
1552661_at	NA	0.035432274	0.136973361	43.05802048	0.778449144	2.393841167
1552662_a_at	NA	1.556119145	0.769226618	1.208446298	1.797521154	1.364520816
1552663_a_at	NA	0.800505214	0.101242824	0.652996836	0.577289688	0.933974966
1552664_at	NA	1.034373998	0.779706389	0.494957098	0.612363567	0.566789652
1552665_at	NA	0.784109785	0.847070601	0.196403006	0.271410727	0.622124242
1552666_a_at	NA	5.936014163	0.865495392	2.103823649	0.39407481	1.856549892
1552667_a_at	NA	1.780438929	0.497607138	2.392560437	5.052215982	0.663938859
1552669_at	NA	3.329925314	4.24322938	1.01442638	0.411413652	5.077006845
1552670_a_at	NA	0.451100121	1.202461562	0.295692241	1.617785917	2.382352512
1552671_a_at	NA	1.786165542	4.226768968	3.810871663	0.673189695	0.91592668
1552672_a_at	NA	2.83038712	1.25158391	0.961084668	5.364648659	1.260461508
1552673_at	NA	5.202917426	4.832374928	0.232642237	7.976824034	0.567661087
1552674_at	NA	0.705490787	1.275552344	0.852952454	4.222743479	0.985109437
1552675_at	NA	10.05326232	0.569793205	1.18066561	0.929868503	2.064353022
1552676_at	NA	3.354667514	1.285139745	1.399462996	7.173661979	1.127280314
1552677_a_at	NA	0.716965928	0.106162234	0.155262838	0.320670078	0.864665725
1552678_a_at	NA	1.528352725	0.671590041	1.196170839	1.11332133	1.252608229
1552680_a_at	NA	0.924724851	0.665252525	0.416799629	0.864363404	1.730650795
1552682_a_at	NA	3.459647066	1.870734106	3.224533597	0.316358025	8
1552684_a_at	NA	0.4892759	0.726564771	0.904902338	1.167503376	0.312542834
1552685_a_at	NA	17.32579924	3.810206437	15.84719244	28.45313752	2.193609042
1552686_at	NA	4.987437982	2.16445685	1.342776204	14.64988824	1.303892116
1552687_a_at	NA	2.615612793	1.796027432	3.175462571	6.022634918	1.408497913
1552689_at	NA	0.671336795	2.808355	0.939495401	1.311472649	1.110062161
1552690_a_at	NA	2.652487581	0.881925543	0.512076182	1.813172245	0.613547177
1552691_at	NA	0.833758658	0.048829011	0.616723213	1.173123003	1.181198699
1552693_at	NA	5.97470489	0.319160719	1.37596485	2.966257669	3.67376117
1552694_at	NA	12.06017005	0.042762531	0.446395219	0.167490516	16.51445428
1552695_a_at	NA	1.117828497	1.421993386	0.108229547	1.574050795	1.365418755
1552696_at	NA	2.952474075	1.838994676	1.544306467	2.086646777	1.920512251
1552698_at	NA	5.562793699	3.687722257	9.270062571	0.761781236	1.741371027
1552701_a_at	NA	1.244825668	2.277235531	1.878391342	1.637161998	2.093058558
1552703_s_at	NA	1.334029228	1.272236283	1.304312313	1.236369461	1.1350463
1552705_at	NA	0.846249971	0.617181533	1.276440241	1.048510741	0.253675644
1552708_a_at	NA	1.195775116	3.24085727	14.05216049	0.261887849	0.606519918
1552711_a_at	NA	0.465972285	1.128032219	0.760997983	0.929511914	0.916062415
1552712_a_at	NA	1.790514804	1.598045978	1.219486879	2.014235412	1.57475768
1552713_a_at	NA	0.207687218	0.429364527	1.377960403	0.714687491	1.283920118
1552714_at	NA	0.939140612	0.916208791	2.412686766	2.368833751	1.407305685
1552715_a_at	NA	1.304041229	0.885979301	1.425595955	1.683057449	0.767727622
1552716_at	NA	6.287679932	1.203565506	1.343258095	0.817930627	0.564957519
1552717_s_at	NA	1.327078558	0.727674459	1.289875685	0.979847097	1.515632362
1552718_at	NA	0.194305768	0.415925028	2.691896001	2.178194663	1.612007589
1552719_at	NA	0.684537408	1.247128869	0.83722014	0.811871698	0.242170065
1552721_a_at	NA	0.741574046	0.51925879	0.30225339	0.045292329	0.402622169
1552722_at	NA	2.924804382	0.56427964	0.35901995	1.172413793	1.891637422
1552724_at	NA	1.587545555	0.954094757	1.299313642	2.025511013	1.605214384
1552725_s_at	NA	3.997877004	1.563399213	2.243995121	1.999229594	1.397302148
1552726_at	NA	2.427750773	1.549208063	1.202303629	1.020044777	1.255741319
1552727_s_at	NA	3.170502762	1.680210009	1.807947252	1.278452732	1.076416675
1552729_at	NA	1.647957823	0.116735202	0.902908096	0.474514277	1.085292539
1552730_at	NA	5.835477731	2.412176432	2.207936944	2.266208294	2.433995165
1552731_at	NA	1.298938328	1.16846569	0.980774064	0.426199106	1.759251197
1552732_at	NA	1.793509958	2.275723473	1.413811445	8.751521739	2.008403774
1552733_at	NA	2.549751466	0.212576431	1.075203563	1.514443967	2.055169938
1552734_at	NA	1.776877007	0.546622873	0.549601386	4.06940355	0.356613958
1552735_at	NA	1.864390754	0.539702797	0.056249122	0.67549714	0.977704678
1552736_a_at	NA	11.81199233	12.14537561	6.451676142	3.747033408	8.46227434
1552737_s_at	NA	0.88688283	0.076959754	0.452530755	0.494693162	0.578727419
1552738_a_at	NA	1.728360706	1.611512869	1.88079908	1.631218037	1.379340297
1552739_s_at	NA	0.904601452	0.555981886	0.953957062	0.716758476	0.984183193
