NAME	Description	GSM320249/GSM320243	GSM320250/GSM320244	GSM320251/GSM320245	GSM320252/GSM320246	GSM320253/GSM320247
1565722_at	NA	2.717114597	1.055792237	0.697948225	0.594291885	1.220687605
1565723_at	NA	1.22292778	0.063096828	1.21689992	0.954229364	0.611183555
1565728_at	NA	1.934122722	0.730946978	1.117139261	0.635742514	2.470716135
1565729_at	NA	0.772521269	0.239310457	0.105109417	6.350221807	0.452111501
1565730_at	NA	22.05472219	8.370527647	4.545033607	5.678917735	12.79430774
1565731_at	NA	6.779944702	0.920121708	0.661376909	5.546399958	2.122706316
1565732_at	NA	0.714068634	11.91920152	16.22961039	10.43855964	19.310253
1565733_at	NA	0.604448305	0.381109785	0.550842469	7.258789144	0.46699602
1565734_at	NA	4.834134732	3.094292968	2.39683338	3.388709951	2.995738808
1565735_at	NA	2.078208276	1.423102406	0.527257804	4.528426231	1.389384915
1565737_at	NA	5.120430652	3.800624133	1.100997855	0.81277376	0.323388173
1565738_at	NA	3.533268607	0.153931787	1.102268351	1.640023337	1.673496365
1565740_at	NA	4.537772087	1.522651566	0.39259128	8.325767263	0.084475152
1565741_at	NA	2.937517035	2.995599659	2.302822617	1.275991523	2.564485338
1565742_at	NA	0.314938888	0.305401447	0.117474261	10.26279863	0.994857944
1565743_at	NA	0.501544032	0.090538597	0.19249633	0.162616125	0.221842042
1565746_at	NA	4.903417501	1.796335025	1.005066987	0.676825963	0.471097571
1565748_at	NA	10.37889782	1.785628157	3.037040493	9.514555032	4.875528169
1565751_at	NA	3.179664014	0.599641279	0.961365236	1.133236668	0.851067781
1565752_at	NA	1.977543121	2.884237439	1.523618524	0.469054441	0.377115533
1565754_x_at	NA	0.159843823	1.057038479	1.285105442	2.703724016	1.31856087
1565755_at	NA	1.202935979	0.248542468	17.11875	13.72599119	0.115323112
1565756_a_at	NA	0.239357756	1.019980889	0.218074582	1.42845259	1.036910341
1565758_at	NA	1.94166769	0.936499466	1.110415217	0.883004814	1.209942667
1565759_at	NA	2.520086862	1.479836505	0.90674303	1.038077252	1.295569191
1565760_at	NA	5.51533318	0.173918376	0.338738559	58.50532725	0.737309293
1565762_at	NA	0.137306547	0.040624278	0.231579096	0.055220732	0.036451174
1565763_at	NA	7.406935211	0.756264134	1.153218205	3.987995896	0.908834089
1565765_x_at	NA	0.37102167	2.191138141	5.326403419	0.941185572	2.026890288
1565768_at	NA	0.94971549	1.365542585	2.14290515	0.440367865	1.845517954
1565769_at	NA	13.65810712	0.678548479	2.840829346	26.21344538	7.388601036
1565771_at	NA	1.486201393	2.260816892	0.221187209	2.016872799	0.891679287
1565772_at	NA	2.296405252	1.086191949	1.786789785	4.319638813	2.762636916
1565774_at	NA	13.07453083	2.262299114	2.798412317	7.657142857	3.353766517
1565775_at	NA	12.46705906	0.302981268	1.216025054	1.508667421	1.440893795
1565776_at	NA	1.278788358	0.121639514	0.199843423	2.389323544	3.618149731
1565777_at	NA	1.836188197	1.986135768	1.253453773	1.339974066	5.610109019
1565778_at	NA	19.48838081	0.189722924	3.586020418	0.146687325	1.501968605
1565780_at	NA	4.597166104	0.793176895	0.91543615	19.69107143	0.481377455
1565783_at	NA	1.332343872	0.950700885	1.01375075	1.567339945	0.760941587
1565784_at	NA	1.639766045	0.634070482	1.210779319	2.398448064	0.925033954
1565786_x_at	NA	1.226257414	0.0817207	1.046126793	0.028796017	1.252949893
1565787_at	NA	12.55749179	7.208697032	0.680154907	0.776153952	3.713291462
1565788_at	NA	0.379608206	4.319039451	2.962754439	0.584193109	7.726061615
1565795_at	NA	2.526882184	1.653268336	0.365266381	2.021437026	0.679362323
1565797_at	NA	0.452706835	0.050981917	0.408000392	1.789180643	1.063560395
1565799_at	NA	0.508659982	0.533432392	2.011523688	1.026936027	2.739726027
1565800_x_at	NA	2.675757576	0.10853722	1.705578512	2	9.033613445
1565801_at	NA	1.160059229	0.986830976	2.267800191	11.36299892	1.032251804
1565802_at	NA	2.756788468	1.587798325	1.044965093	0.801686508	0.777907594
1565803_at	NA	0.262350285	7.600545168	0.832091109	5.175695461	0.456925162
1565804_at	NA	1.332214139	0.614197531	0.386177754	0.721492119	0.864794366
1565805_at	NA	0.581491222	0.085404244	1.728835022	0.488616462	0.102214456
1565806_at	NA	39.62335766	1.512556667	0.882716049	0.532200904	0.04898167
1565807_at	NA	6.193870591	1.39959084	3.878917326	2.056071122	0.904461805
1565809_x_at	NA	8.369794904	0.244592541	13.67268623	18.83674797	0.45551667
1565810_at	NA	0.205099813	0.058389535	1.06538161	0.323289391	0.319368178
1565811_at	NA	0.515025219	0.087150345	1.111484166	0.70504027	0.535299554
1565812_at	NA	3.059595895	1.168302034	1.640996095	3.516276637	1.018994128
1565814_at	NA	2.179369906	1.906372138	3.025477042	4.607679195	2.362423787
1565816_at	NA	0.88646468	1.204571043	1.094755289	1.523342861	2.004062839
1565817_at	NA	0.615036746	0.119557271	0.151850708	1.569229453	0.131782347
1565818_s_at	NA	3.90583917	1.009693492	0.485944917	0.335984692	0.214495639
1565819_at	NA	2.207112623	0.20323488	0.532768979	0.803997779	1.467164755
1565820_x_at	NA	0.924653173	10.29407895	0.397625934	0.745859272	1.758526115
1565821_at	NA	1.179511142	0.511339908	0.633915188	0.382948595	0.610367964
1565823_at	NA	1.186611757	1.637253125	1.216288656	1.020753434	1.052327978
1565825_at	NA	2.535607303	1.213384973	0.570031433	2.264270201	0.756692513
1565826_at	NA	18.63942814	5.438979214	3.294226864	2.550701356	2.305369675
1565829_at	NA	1.74341886	0.9137148	0.583374181	1.803362396	0.984841816
1565830_at	NA	1.432989354	1.154109608	1.190061253	1.177235652	1.122874914
1565832_at	NA	0.900357569	0.346508805	3.430832356	8.679382056	0.606121224
1565833_at	NA	0.597774651	0.188948224	0.320961062	0.42194601	0.615303635
1565834_a_at	NA	0.480819906	0.257585298	0.275883874	0.073274861	0.707437998
1565836_at	NA	0.961034729	0.258875076	1.273582176	0.579352299	2.745643859
1565837_at	NA	0.526622018	0.668704624	0.286241188	4.445490517	1.42633452
1565838_at	NA	1.377757725	0.191803279	0.66947704	1.115481928	2.628792594
1565839_a_at	NA	2.835240365	0.131334563	1.307748579	12.53064652	1.146340195
1565840_at	NA	0.213201775	1.369924067	2.352980378	0.527418892	1.194736248
1565843_s_at	NA	2.998423283	1.273535872	1.51196831	1.650425573	1.541639183
1565844_at	NA	0.880834343	1.540237185	0.787378062	0.981687195	1.563392299
1565845_at	NA	9.435220494	1.437637165	7.691003082	3.414083612	5.779004103
1565846_at	NA	3.53030303	2.444595144	0.391793629	4.978093306	2.431701124
1565848_at	NA	2.094463894	0.67542799	0.97260845	2.76353742	0.998802875
1565849_a_at	NA	3.755619861	0.375555598	1.653806735	3.109032809	1.083330648
1565851_at	NA	5.387218045	0.715816824	0.982554082	7.663410729	0.246689113
1565852_at	NA	3.107801402	1.780378759	0.854974194	2.902590381	2.475714924
1565856_at	NA	1.289960646	3.84891755	4.853920254	2.305063291	3.322353812
1565857_at	NA	24.55288977	4.150253656	0.758770553	3.319278389	1.683848489
1565858_at	NA	2.254446733	0.471106471	1.054865803	2.203931731	8.013388501
1565859_at	NA	7.858721975	7.036904762	2.321026087	10.29396075	12.39695223
1565860_at	NA	0.393590044	2.466241444	1.202791878	3.670789605	1.644558512
1565861_at	NA	1.032852189	0.429383515	7.560057471	0.978813559	4.625724218
1565862_a_at	NA	0.514085802	0.72134286	0.423445923	0.802096577	0.349729747
1565863_at	NA	0.358889497	0.318798491	0.288901761	0.095104743	0.275310791
1565866_a_at	NA	2.76460945	0.501307328	1.092326074	0.839563863	1.39667063
1565867_a_at	NA	0.296482184	0.37945567	0.407032752	0.312734055	0.578272835
1565868_at	NA	0.225881785	0.077366763	1.2431954	0.679598831	0.719107524
1565873_at	NA	0.524732089	2.16813455	2.585246647	0.205911034	0.624815324
1565874_at	NA	2.703958563	1.27568672	11.75233086	2.018227305	0.310258409
1565875_at	NA	0.274067456	0.197036709	0.09892404	2.511970159	0.303444181
1565876_x_at	NA	0.175471602	0.136140404	0.093331749	0.101533063	5.37437246
1565877_at	NA	2.120086438	0.089655541	31.85589995	15.24557957	15.68124066
1565879_at	NA	0.676538822	0.906968553	0.41714992	1.223923579	0.362884398
1565880_at	NA	2.503986995	1.429609546	2.145074507	1.627403232	2.582372881
1565881_at	NA	0.654147521	0.185477314	1.042972233	0.126036374	0.087807113
1565882_at	NA	1.569056964	1.063106236	0.25363133	1.180752805	1.237953227
1565886_at	NA	0.303530919	0.170903656	0.467865392	0.326970976	0.694215949
1565887_at	NA	1.251519151	0.040768167	0.514029695	0.134790131	0.546964477
1565888_at	NA	2.154880823	0.616451329	2.144605235	1.26115942	3.024704854
1565889_at	NA	0.753102059	0.06220204	0.315743768	0.126914365	0.161661192
1565890_at	NA	0.186398258	1.513964061	1.165995877	0.239258635	0.615520943
1565892_at	NA	1.350363101	0.761094832	1.42889248	0.638799168	0.80786759
1565894_at	NA	2.402161988	3.758703545	2.942376998	3.2009908	1.772866546
1565895_at	NA	0.432625888	1.348103374	0.181774744	1.067663257	0.277321123
1565896_at	NA	0.961658493	1.65623843	2.819449826	4.927823285	0.268056913
1565897_at	NA	8.92685925	27.77226187	11.87639331	9.347332438	27.10089141
1565898_at	NA	0.242786387	1.482935598	3.250420783	3.611932687	3.368850433
1565900_at	NA	2.891753308	2.3390241	0.218286112	1.738253377	1.770581551
1565903_at	NA	6.617647059	2.157875485	3.795727848	8.041950389	2.271040819
1565905_at	NA	3.142468668	2.145333896	2.558815831	2.729808519	1.965111441
1565906_at	NA	1.826370676	0.95654198	0.697796509	1.480089105	1.804243324
1565908_at	NA	3.323994906	0.407090717	0.335675583	0.641825485	0.226535595
1565909_at	NA	1.401095679	1.156968097	4.89260226	0.296416938	0.917454994
1565910_at	NA	5.714879468	1.722031618	0.678457447	2.038082233	0.782022805
1565911_at	NA	2.755973724	0.486346045	1.962019541	1.758202187	0.927607554
1565912_at	NA	2.930748411	0.347197813	0.432026187	1.531459091	3.140858209
1565913_at	NA	0.356146775	0.166625078	0.295926814	0.266078722	2.556703433
1565915_at	NA	0.894407895	0.763958949	0.582403152	0.653550909	1.582930048
1565917_at	NA	1.368677375	0.736297302	0.22645951	0.683708677	2.57515393
1565918_a_at	NA	8.068779795	1.202470209	0.958623979	12.30083116	1.455454466
1565920_at	NA	2.746077515	8.914898703	5.114018791	3.734541301	1.809720319
1565921_a_at	NA	6.971833648	2.042381337	5.651780264	0.55387157	1.590658661
1565923_at	NA	0.700129894	0.734797789	6.885445734	2.525895803	1.613763839
1565924_a_at	NA	0.485351309	2.089569161	15.84165003	3.783671587	2.413641803
1565925_at	NA	6.508757298	2.835500773	2.762921649	3.600958466	1.263049521
1565927_s_at	NA	1.415909421	4.454839361	1.246981316	1.626701272	1.596324291
1565928_at	NA	4.049506362	0.444674444	3.630143649	3.419045358	5.195701753
1565929_s_at	NA	4.438856016	0.663794101	1.540216985	4.982566448	2.772879383
1565934_at	NA	23.61227824	32.2535863	0.701466234	4.349690634	5.248467113
1565935_at	NA	3.530538473	0.650813695	2.011130844	1.010619777	0.189262539
1565936_a_at	NA	12.7243083	1.963084495	2.362507392	32.0628053	1.638145496
1565937_a_at	NA	1.996845426	1.52075227	0.701110737	1.141578947	4.04521477
1565939_at	NA	1.786952302	0.845176761	1.553673885	1.174321094	1.442151827
1565947_a_at	NA	0.916261204	2.253710735	2.031055094	1.155761436	1.030113902
1565949_x_at	NA	5.193038074	1.307512147	1.393517312	1.871184907	1.693188925
1565951_s_at	NA	1.39840753	0.725382414	0.644452119	0.439277939	0.628876664
1565974_at	NA	1.871059555	1.357719812	0.599366125	2.718141428	1.515879324
1565975_at	NA	2.055116448	0.438950741	0.823325707	0.978418318	0.894134536
1565976_at	NA	1.758545886	0.379465551	0.709750118	0.593219099	0.885075511
1565978_a_at	NA	2.269475021	1.772866277	0.506153103	1.209581924	1.31010158
1565998_at	NA	0.334953053	0.454664479	0.669312049	0.808907278	0.819737916
1565999_at	NA	4.359067149	3.10100091	1.634954193	4.871217998	1.304529882
1566001_at	NA	2.809416979	1.218301402	0.919157092	1.910598301	1.659305037
1566002_at	NA	103.2982861	40.89899554	10.53776816	35.83253589	5.305615912
1566003_x_at	NA	37.47650333	5.77766559	6.360796302	11.81040784	1.523463156
1566029_at	NA	2.702585716	0.858562468	1.432991122	3.567074189	1.368951238
1566030_at	NA	2.139352911	1.585795895	0.841143588	1.697588984	0.817139368
1566032_at	NA	2.122967845	1.548322366	1.222825502	0.699888835	1.620664979
1566033_at	NA	0.742255615	0.400048202	0.52059231	6.440569304	0.430994009
1566037_at	NA	0.84702955	4.834321476	0.662790346	3.498396865	2.879201681
1566038_at	NA	2.890184758	2.152802455	1.986155485	3.914711359	1.75935032
1566039_a_at	NA	0.297903566	1.81148666	1.07734444	1.580834863	0.271926372
1566040_at	NA	2.195772696	1.672179248	0.919160105	2.987995635	0.513971599
1566041_at	NA	3.867003847	1.647791852	1.092914144	1.464828419	3.306685101
1566042_at	NA	1.370671673	3.487684729	1.008366107	3.775016567	3.015329823
1566043_at	NA	0.232826174	0.551839933	0.808367877	0.156964969	0.407104901
1566044_at	NA	7.590115921	1.61024726	9.51508161	4.072915413	1.937512086
1566046_at	NA	0.458412991	2.829009791	1.229780421	1.257176962	10.6752669
1566047_at	NA	3.561543782	1.821373503	2.898296283	6.411886305	2.572864452
1566079_at	NA	0.667297284	0.314952643	0.486955856	0.373444266	0.274835483
1566080_at	NA	2.946404691	1.281804854	6.45114844	10.52807714	1.375517316
1566081_at	NA	1.066012489	0.473094868	1.317904994	0.088537167	1.498621324
1566082_at	NA	2.089340513	5.216427964	1.424874748	2.989022815	1.201337747
1566084_at	NA	1.139870564	0.606433637	0.94943858	0.782140984	1.132695818
1566086_at	NA	16.83729373	1.085687782	0.333165793	1.24410828	0.973920438
1566087_at	NA	0.173037958	1.525331255	2.419117647	2.752011704	0.445673355
1566093_at	NA	1.460512116	0.60546769	0.697088557	5.070266428	1.30952148
1566094_at	NA	0.46915969	0.234758194	0.651840242	16.76024135	0.39619626
1566096_x_at	NA	0.604140275	4.288755914	1.333783523	10.52547496	0.205494505
1566097_at	NA	2.519208857	1.704855624	1.426505752	2.804310708	1.79975341
1566098_at	NA	2.215087912	2.000444322	0.566269671	0.864216255	0.662410462
1566099_at	NA	0.615044993	1.428940342	0.24738125	2.307080831	0.184135386
1566101_at	NA	2.842078018	9.718531469	12.41441057	1.644292893	2.230368969
1566102_at	NA	1.483210904	0.267038599	0.5791289	0.629167065	1.31664037
1566105_at	NA	2.46804926	0.572814721	1.376530969	1.803246951	4.762800063
1566106_at	NA	1.911905934	0.129829115	2.844529356	0.613299932	9.157695224
1566108_at	NA	1.567612727	0.840284876	1.072508888	1.404087547	1.203824918
1566109_at	NA	1.487257337	0.775416369	3.253330044	0.486747694	1.004612546
1566110_at	NA	1.541757835	1.388674438	1.460470739	1.601332554	1.509344203
1566111_at	NA	16.44178635	3.103889115	1.782937155	3.495258935	1.534549226
1566113_at	NA	0.256547401	0.099419958	0.400045639	0.295063041	0.12263338
1566114_at	NA	3.049835449	2.407359587	0.513812155	2.10460251	1.272834414
1566115_at	NA	0.196403949	0.153002351	0.202261699	0.286144323	2.322206096
1566123_at	NA	0.865595943	1.586889132	1.895165438	0.706771934	1.221202003
1566124_a_at	NA	1.142124737	2.593603626	0.413729454	4.054396717	1.329667107
1566126_at	NA	7.30448833	11.98730159	5.852528838	4.101948052	0.291602098
1566127_at	NA	4.485585586	39.00944351	2.26623647	3.378712045	1.065982028
1566129_at	NA	2.959948853	0.230927802	0.114275368	0.402956325	4.974920523
1566134_at	NA	1.457568464	0.669109374	0.45759678	2.168255138	0.483218287
1566135_at	NA	9.565873115	1.121038998	1.239366689	4.7766624	1.058798483
1566136_at	NA	0.992916717	0.847603745	1.366434648	3.169154229	0.444809531
1566137_s_at	NA	0.79429242	5.416473117	1.471085633	2.816393632	0.875362362
1566138_at	NA	1.278065559	1.635393814	0.705030143	1.161048354	1.077201392
1566139_at	NA	1.458808882	0.390004023	0.99364976	3.404710613	0.65447274
1566140_at	NA	3.998364574	5.448795181	11.92347601	2.530373002	2.464247408
1566141_at	NA	9.977794531	4.001027749	2.998324278	19.89271523	17.44016034
1566142_at	NA	0.263557233	0.313041644	0.042644937	0.48859709	1.07496079
1566144_at	NA	2.146016564	1.226951558	0.908340417	2.394148431	1.066835956
1566145_s_at	NA	0.58124123	0.302971236	0.436717469	0.417928317	0.77969048
1566146_x_at	NA	2.539497017	0.913412625	1.280542042	1.19210798	1.488374429
1566147_a_at	NA	2.209251519	1.370675446	1.147036894	1.179352478	0.811714787
1566149_at	NA	0.388008345	1.701654397	0.42467694	1.26027747	0.589483486
1566150_at	NA	3.455397301	0.211065333	1.386820551	0.628126907	0.325459623
1566151_at	NA	2.065829336	1.460947995	2.845053533	2.203979546	1.039151116
1566152_a_at	NA	0.479842227	1.093753179	0.537843951	2.903743929	1.771276596
1566156_at	NA	4.641570532	0.536064149	0.391779148	3.54351432	1.285828727
1566157_x_at	NA	3.151574255	2.123032248	1.320590406	3.044557329	3.252791878
1566158_at	NA	1.452141038	1.751782242	15.16360581	1.333154851	2.213404307
1566161_at	NA	1.36547619	2.818303452	1.414767548	0.924753754	3.302881668
1566162_x_at	NA	1.84741488	0.369224745	4.247214631	7.525157233	1.131232463
1566163_at	NA	6.512072435	4.854931405	1.166256158	1.055746438	0.471980676
1566165_at	NA	0.746502561	1.257250915	9.900023395	3.195270021	2.06524978
1566166_at	NA	0.562546961	0.18479227	0.063469676	0.064822327	1.103567036
1566168_at	NA	2.54890235	0.870062171	2.376260449	1.605595149	0.900652679
1566169_at	NA	2.767686233	2.759146589	2.457060573	0.675654704	1.756527019
1566171_at	NA	6.830353904	3.739305218	1.999494576	7.573987417	0.796028142
1566176_at	NA	35.2436019	10.06511149	9.941685866	3.472184052	2.002227463
1566177_at	NA	11.95509418	0.236285466	2.063426319	1.216210558	0.774527477
1566178_x_at	NA	7.278514478	0.667015287	0.678299989	0.482123462	0.297845235
1566181_at	NA	7.902616279	1.10464733	15.78675029	18.74957826	5.623896809
1566182_at	NA	3.595536477	1.14392108	0.992010652	2.143368312	1.10596224
1566183_at	NA	0.223858487	0.762619981	0.179228543	0.649067592	0.177999021
1566185_at	NA	3.716059514	1.316076701	1.560976908	5.231756378	2.148601072
1566186_at	NA	0.96548014	0.843226138	0.847638206	4.577835837	1.549098063
1566190_at	NA	3.446195438	4.839202359	2.556497682	4.228722717	2.489551022
1566191_at	NA	0.108042235	0.956295923	0.14780969	0.095946558	1.98481733
1566194_at	NA	3.905929775	0.178793393	3.429061377	3.57537506	4.879861296
1566195_at	NA	2.925988701	0.217141364	4.255740126	6.536883917	7.334412955
1566201_at	NA	8.18065783	1.459025048	0.925684114	4.197752809	2.457894259
1566202_at	NA	1.916338152	3.632297195	1.495992456	2.835222319	1.934210526
1566203_at	NA	1.549055641	1.757411179	1.521066208	0.347705754	2.964890541
1566204_at	NA	1.810779817	0.924801376	1.454548769	3.777339733	1.143581029
1566207_at	NA	6.283293135	0.123561416	0.308403314	0.897532445	0.798573767
1566208_at	NA	1.332346198	0.891207154	1.41927627	0.191710396	1.711998593
1566209_at	NA	0.887591424	0.333857727	0.824650987	8.147529672	0.269653808
1566210_at	NA	0.561939817	0.283474569	0.49609077	0.227627786	0.223189812
1566215_at	NA	1.377529286	1.776048422	2.6532	2.023430178	4.805246776
1566217_at	NA	1.419659015	0.403138202	0.04211838	6.926004758	0.224890077
1566218_at	NA	3.663506775	0.693048014	0.715724737	3.51825531	1.830930243
1566219_at	NA	1.344693281	0.055419055	13.64608434	0.157964726	5.959795322
1566221_at	NA	1.680071797	0.479505447	1.601280867	0.105680031	0.714051824
1566222_at	NA	0.471383603	1.306423371	2.139028741	6.538482119	0.541665266
1566228_at	NA	1.766831815	0.718478619	1.040008925	1.2753737	1.133885057
1566229_a_at	NA	2.404926108	10.2020123	34.24184477	5.998283998	0.694290466
1566231_at	NA	1.313140656	1.308071954	1.073336807	1.327861009	1.224187817
1566232_at	NA	0.235615243	0.028788665	0.078541383	0.051212207	0.049309443
1566235_at	NA	1.14559569	2.099948922	0.40609652	1.655735487	0.915494315
1566236_at	NA	4.827892972	0.603012413	0.780614291	0.999490361	0.432556942
1566242_at	NA	2.316920762	1.535238897	1.751063585	3.474347874	6.541835512
1566243_at	NA	1.05043604	0.368603335	0.836408067	0.712035996	0.669087705
1566248_at	NA	0.909690539	1.59330753	0.537853356	2.779950083	0.59929229
1566249_at	NA	2.662793797	0.50128628	1.080265288	2.451971421	0.466311966
1566251_at	NA	0.684774609	0.623297883	2.918251646	0.10448814	1.487511611
1566253_at	NA	0.234673801	0.356365429	0.84076267	1.630076708	0.048384973
1566256_s_at	NA	1.581121184	1.285357442	1.354331966	0.607453311	0.896800763
1566257_at	NA	1.282185968	1.163206785	1.211561109	0.710056348	0.714555739
1566265_at	NA	0.915528119	0.925519751	0.898498646	1.977267282	3.681288323
1566266_at	NA	4.516793506	0.657838416	4.368884475	1.059808987	2.603714243
1566267_at	NA	1.803379019	0.638048068	1.365339023	0.952601156	1.397029909
1566268_at	NA	6.777389203	0.806416543	3.195736225	1.202496844	1.363445744
1566269_at	NA	0.607228838	1.18166742	1.724073028	12.99701641	2.779099986
1566271_x_at	NA	16.98341701	0.919446335	0.766535071	4.282420749	0.327089442
1566272_at	NA	5.114320935	1.220234169	5.489994518	48.18878505	1.345536928
1566276_at	NA	6.260066189	2.650935033	1.800718053	9.549696233	1.098065237
1566277_at	NA	4.537047222	0.615853248	0.956173209	0.878395742	0.58992149
1566278_at	NA	5.328205535	0.466384969	4.635788124	1.344634945	0.863746201
1566279_at	NA	0.884656713	1.601186417	5.766083731	8.005144695	1.217477097
1566284_at	NA	1.731070838	1.40156349	1.235253953	2.269532047	0.697796832
1566285_at	NA	0.110556364	2.008485088	1.210696757	1.531721477	0.842332586
1566288_at	NA	18.65716273	10.20700309	0.363249046	0.868376068	2.622394282
1566289_at	NA	15.62049464	1.080430108	0.699848567	1.189480898	1.183910208
1566294_at	NA	0.326697034	7.206721163	0.453443136	0.187817562	1.07530057
1566295_at	NA	33.68794892	16.62012012	0.908535205	1.224716999	9.79739508
1566301_at	NA	15.99891403	9.894289186	0.416921551	2.0662829	2.48777482
1566302_at	NA	0.727150319	2.068132574	0.909878694	0.324101217	1.076652005
1566303_s_at	NA	1.30241354	1.206252098	1.088123756	0.981324754	1.155973897
1566323_at	NA	4.394064303	9.122395833	1.80733945	0.97467383	1.749690211
1566324_a_at	NA	0.979989299	1.951811594	0.134476494	1.601888277	0.508357332
1566337_x_at	NA	6.339424023	2.391299492	0.653014762	0.055853983	0.860215567
1566339_at	NA	0.515662464	0.090804988	6.524655863	0.771908602	32.04193038
1566340_at	NA	1.723868121	1.142873819	1.021564197	0.721362708	2.455763093
1566342_at	NA	1.06492016	1.203572159	1.272336385	1.763262474	1.188925271
1566362_at	NA	8.676714886	8.791927825	0.473969592	4.81107675	1.468887492
1566363_at	NA	1.386508024	0.927488282	0.920674623	1.723256719	1.104823794
1566402_at	NA	1.074884489	0.692512834	0.732981447	0.758552339	0.799582474
1566403_at	NA	4.579003721	1.517021734	4.317317434	2.248163235	2.160074132
1566419_at	NA	0.235018593	1.574793875	1.530998338	0.126870527	1.292433992
1566424_at	NA	3.6469577	0.866259622	3.14530783	8.868716809	0.583205408
1566425_at	NA	2.137322972	1.321196911	1.272307217	3.343206585	3.156666864
1566426_at	NA	1.15348284	0.361491013	0.806926426	1.122463174	0.813303448
1566427_at	NA	12.51790936	0.140298507	7.074933606	22.88743848	0.510831721
1566428_at	NA	0.066532403	2.070913462	8.779264214	5.614913958	5.443481276
1566432_at	NA	1.394954898	0.530118666	2.274812403	0.419585211	1.844703224
1566433_at	NA	1.131339646	0.570470938	1.420214364	3.570475228	2.663455105
1566437_at	NA	2.127660091	0.716851247	0.401329505	3.742395166	1.659495759
1566438_at	NA	13.69547236	1.208677487	1.02948478	0.162854457	1.025611176
1566439_at	NA	1.939450396	1.316901408	0.144255875	2.840807175	0.556451613
1566440_at	NA	1.593871985	0.810560266	1.676982799	1.624600423	1.234366376
1566441_at	NA	9.351918706	8.932344214	1.991757336	0.9488	4.757018472
1566442_at	NA	0.52395197	0.164979118	0.858089214	0.078246143	0.543948329
1566445_at	NA	3.407514451	1.083361572	2.55304173	1.56437659	2.225589226
1566446_at	NA	0.560865445	0.731309904	1.100603898	6.284172004	0.695323038
1566447_at	NA	0.608563704	2.957311595	1.775937162	0.434614909	0.935483871
1566448_at	NA	1.672614549	1.710484084	0.426215726	0.533760866	0.503134708
1566449_at	NA	1.06513089	0.591501416	2.558197127	4.490861619	2.404227783
1566452_at	NA	1.464071608	0.587003006	0.482011358	2.031761715	1.172732061
1566454_at	NA	1.933453426	1.482394875	0.093704604	0.217789442	1.015372511
1566455_at	NA	2.470176355	13.17920428	8.198019802	4.799340197	1.405546969
1566456_at	NA	2.16774043	0.481397644	0.698391399	1.665937844	0.687913793
1566457_at	NA	2.265553471	1.584030784	2.086821102	4.208352792	2.828882689
1566459_at	NA	1.013830665	0.874398245	5.007396108	1.162286869	1.402074589
1566461_at	NA	7.330213209	3.640662194	6.844212544	109.5556537	6.04260956
1566462_at	NA	0.450583549	1.076789355	1.235070632	4.029250252	0.464852122
1566463_at	NA	0.55723596	1.219667171	1.232547494	7.573266219	1.605288846
1566464_at	NA	1.717248762	1.468359156	0.505984389	3.45245283	1.439172064
1566465_at	NA	1.402005052	0.0595245	0.664707069	0.45807152	0.479763646
1566468_at	NA	0.99550508	0.29428186	0.168994413	17.57132216	1.039686777
1566469_at	NA	1.52582067	1.688698167	0.431745227	0.529003625	1.903950538
1566471_at	NA	1.333011053	0.686698386	1.436307327	1.796212081	0.964931819
1566472_s_at	NA	0.252327469	0.202857196	0.417555488	0.502260351	0.357618546
1566473_a_at	NA	2.908955512	0.971839953	0.780582502	1.094079786	2.286855258
1566474_at	NA	2.099728218	1.544398543	0.940059825	1.097911147	2.141961928
1566475_at	NA	0.311691332	0.49039924	0.440194427	4.953982198	0.826353129
1566476_at	NA	0.603717682	1.215239398	0.936520074	1.398012056	1.290978162
1566477_at	NA	1.274084939	0.618149581	0.484290077	1.755809595	1.226518271
1566478_at	NA	1.155795148	2.575498008	0.692904543	10.30168484	1.198184912
1566480_x_at	NA	0.967442486	0.804652954	0.727162525	1.730486151	0.705752486
1566481_at	NA	3.997528152	0.177473809	4.556262655	1.931921824	6.214535003
1566482_at	NA	0.375305623	0.071343985	0.178408756	0.093477153	0.483438984
1566484_at	NA	2.240192618	1.128750588	1.056629182	1.388128012	1.072338187
1566485_at	NA	1.25944147	1.572519861	7.92615455	4.796658626	6.001718804
1566486_at	NA	12.91685529	1.762426181	5.62009968	13.59574652	5.062368888
1566487_at	NA	20.43573883	0.162443415	1.692982456	0.699046711	4.590753425
1566490_at	NA	8.472143611	1.484226634	3.581036139	1.12302151	4.453199315
1566491_at	NA	1.252759281	0.623659964	0.412187603	0.817874562	0.4175213
1566498_at	NA	0.811940979	0.623271014	1.595975447	2.763350254	0.422760355
1566499_at	NA	1.436806812	0.883611958	1.250931201	9.092455993	1.623785822
1566500_at	NA	4.460527723	3.124493487	1.951045839	3.24566577	1.562114205
1566501_at	NA	1.425467342	0.957373962	2.823703425	1.419733036	1.117255644
1566502_at	NA	3.640288104	1.6531491	2.331373325	3.9673708	2.705029193
1566503_at	NA	9.16126771	0.377253689	1.687261876	0.472978248	6.040331884
1566504_at	NA	0.769594076	0.486285238	1.460756558	1.284751277	0.67475661
1566505_at	NA	4.172840295	2.128407852	7.574397177	0.389527184	6.488781526
