Names	total	elements
		3265
		26025
		11116
		3606
		8867
		6781
		4212
		8905
		203069
		79733
		407009
		9748
		6662
		1293
		4000
		10019
		2324
		55056
		10630
		2201
		7813
		56271
		6919
		100996792
		9824
		200734
		4862
		11226
		8835
		3975
		8601
		1389
		595
		23381
		80254
		9143
		64065
		25920
		113
		579
		9448
		286109
		3911
		55689
		1002
		51141
		259230
		51319
		9404
		26273
		56097
		25945
		56104
		2313
		254102
		4646
		51347
		7738
		10326
		56103
		8339
		5307
		2273
		3159
		6474
		10391
		1355
		23321
		51299
		9919
		55799
		56113
		2115
		8612
		80757
		10184
		57707
		56683
		1746
		55190
		23764
		25907
		4300
		102466223
		79145
		26040
		8771
		131408
		664
		9728
		4907
		7090
		3423
		94134
		4053
		4311
		23333
		79829
		11237
		3553
		8406
		10049
		3551
		9562
		79685
		4155
		632
		9446
		3673
		81855
		2184
		5824
		8795
		10457
		56654
		10622
		3840
		56906
		100507213
		2625
		11145
		6574
		9435
		6399
		4013
		3920
		145389
		80228
		90411
		100616113
		100533107
		2531
		55722
		3097
		63920
		5128
		55081
		1958
		4594
		8970
		11243
		7048
		3223
		10643
		2122
		51320
		54498
		200576
		55274
		54704
		83468
		4217
		723961
		3659
		538
		5507
		57172
		9673
		5495
		5328
		80019
		8452
		79176
		2585
		7421
		64123
		5098
		10123
		8604
		26575
		896
		6422
		50863
		10253
		10924
		4851
		10276
		8641
		102725271
		1051
		9015
		56107
		56108
		4052
		56101
		29953
		6767
		10884
		10385
		8504
		1808
		6717
		22889
		3910
		161176
		4192
		8061
		56114
		55890
		100996668
		23239
		474170
		3783
		6515
		28952
		79029
		1956
		26035
		11039
		26012
		3099
		7571
		9945
		54477
		9656
		653188
		23243
		51393
		7291
		9711
		56110
		1846
		2294
		5723
		23043
		28986
		30
		9708
		22858
		79083
		30845
		6387
		54453
		138151
		7322
		9581
		79673
GSE55942	419	100533990
		8350
		8938
		642559
		1109
		8743
		23410
		5167
		1810
		138046
		153
		7204
		286749
		30849
		5146
		10129
		2843
		79679
		253175
		102725136
		7045
		1859
		486
		22915
		53829
		10220
		43
		6444
		586
		246
		999
		90011
		64092
		438
		7225
		23383
		100529211
		79095
		2798
		56918
		8600
		7142
		201895
		8284
		9659
		2940
		25775
		11136
		100129973
		7093
		2220
		100996809
		203611
		5506
		51338
		9122
		11317
		8358
		5671
		1993
		50802
		3690
		55260
		653513
		1268
		744
		51311
		860
		9515
		1776
		23162
		79839
		3700
		8968
		1944
		28755
		2695
		57048
		65220
		4916
		388699
		22898
		2905
		6568
		100532742
		101060835
		7879
		5678
		91120
		4326
		7054
		1579
		7018
		8356
		9729
		4115
		11027
		5079
		1617
		3773
		7091
		54112
		1397
		6663
		51378
		54212
		2304
		6006
		79973
		5414
		3868
		4617
		6194
		4070
		23743
		23275
		2295
		57644
		9085
		3903
		8756
		320
		140597
		361
		5592
		59348
		25893
		27123
		27134
		101929792
		8354
		1634
		9595
		4287
		85453
		3547
		6035
		3456
		3579
		2121
		7568
		6999
		4842
		10876
		2911
		4091
		54674
		2277
		26032
		7078
		2263
		4062
		3712
		4622
		57038
		54810
		125
		667
		1833
		3119
		7439
		5241
		5159
		8352
		4978
		3127
		5504
		57054
		5697
		186
		100862697
		55714
		1052
		5617
		344
		10896
		347733
		2555
		6658
		25759
		3651
		55387
		28387
		2697
		6677
		100509457
		64838
		55080
		2560
		4632
		6756
		3674
		3123
		56143
		55338
		59
		10765
		3117
		81027
		1896
		9757
		95681
		85352
		7092
		100533181
		5099
		2173
		101930416
		90634
		51778
		4093
		9420
		92973
		27004
		50937
		1654
		4969
		4982
		3487
		79841
		8908
		2020
		8355
		6439
		6262
		4988
		653
		3931
		367
		4248
		5607
		5313
		50836
		100616497
		80114
		84059
		2899
		4901
		4071
		4015
		5988
		862
		7021
		653145
		8928
		28517
		4317
		728113
		10474
		4747
		643376
		3125
		1365
		1807
		644
		6424
		213
		5371
		10881
		6362
		3231
		3617
		5449
		57191
		8120
		81606
		100533178
		5145
		28738
		80020
		4689
		4593
		441666
		346
		1295
		10060
		5733
		23759
		353189
		8633
		2100
		29760
		79940
		50508
		10142
		5071
		920
		10730
		23543
		4114
		4888
		8926
		1804
		3593
		9148
		23114
		282997
		11283
		445347
		6690
		8038
		8357
		4648
		7849
		6581
		3514
		3400
		100529855
		56311
		368
		316
		245812
		221395
		8513
		57055
		6405
		6318
		3055
		2689
		11036
		3071
		429
		8707
		80000
		23111
		11178
		6007
		8794
		1281
		8837
		55512
		23205
		6906
		100996724
		9699
		8348
		2057
		56142
		51438
		79990
		3488
		3991
		100996761
		28663
		6785
		28831
		5156
		9073
		11009
		1953
		827
		3128
		23431
		7805
		7799
		28959
		23040
		148753
		7472
		8653
		7783
		81494
		8353
		2558
		23185
		7008
		114884
		9142
		9426
		23405
		5746
		8548
		6453
		80072
		101930322
		7079
		3195
		228
		414918
		223117
		8911
		6014
		9499
		29774
		55304
		114548
		6586
		23341
		4246
		7474
		1187
		730051
		1620
		1444
		7456
		4308
		6927
		3126
		8351
		1828
		53405
		6819
		6695
		64084
		4352
		141
		5996
		9472
		4939
		348035
		3290
		23617
		7066
		2104
		57135
		27098
		5608
		146
		356
GSE115406	455	7803
		127
		22924
		643733
		100128139
		7652
		56243
		6459
		150372
		23113
		4340
		100506195
		861
		152831
		84747
		8646
		266917
		4319
		80309
		10864
		84559
		148824
		10570
		100289092
		154872
		1381
		170690
		27181
		126868
		410
		10225
		7180
		149628
		56253
		100129583
		100506542
		558
		100505797
		3036
		219285
		3707
		8325
		4036
		100616500
		5554
		54765
		400581
		84878
		389362
		51491
		102725426
		253039
