Names	total	elements
GSE115406 GSE40349 GSE46806 GSE55942	1	8829
GSE40349 GSE46806 GSE55942	2	2202
		10499
GSE115406 GSE40349 GSE46806	5	5144
		10580
		4329
		54898
		1452
GSE115406 GSE40349 GSE55942	2	7222
		5396
GSE115406 GSE46806 GSE55942	2	56112
		9086
GSE40349 GSE46806	46	6616
		5873
		10402
		8321
		9077
		8848
		7857
		26031
		8642
		4664
		10234
		7220
		3556
		22998
		221037
		5744
		7019
		6526
		2273
		6474
		1809
		7130
		1806
		23228
		4288
		63920
		9656
		10006
		25758
		80204
		4781
		3070
		9331
		771
		8706
		2026
		10157
		220
		6595
		79733
		2012
		8612
		5151
		55769
		10276
		51427
GSE40349 GSE55942	65	834
		961
		9635
		9729
		8364
		26108
		3669
		1730
		8368
		79870
		2824
		8294
		100271927
		6354
		121504
		4065
		8120
		1910
		9936
		25780
		8363
		10156
		1004
		11178
		8359
		7805
		10468
		18
		101930322
		6355
		8367
		2618
		8743
		5918
		8370
		8362
		7225
		9890
		6383
		6317
		4023
		8366
		727
		255403
		27065
		2619
		64135
		26032
		101929336
		55183
		8361
		1618
		10561
		50810
		79899
		100526664
		8365
		368
		6318
		1281
		6785
		4148
		8714
		554313
		8360
GSE115406 GSE40349	34	3676
		340481
		130271
		100506119
		3430
		2920
		5950
		57569
		5874
		114299
		55320
		10351
		5137
		84002
		54502
		6751
		53831
		9957
		94122
		92092
		5069
		948
		23224
		2591
		9315
		200316
		93649
		8840
		6991
		9706
		160851
		84793
		5175
		285382
GSE46806 GSE55942	63	51309
		10211
		100033416
		55508
		23328
		375449
		101929792
		23312
		290
		81553
		101930416
		3487
		100033433
		23331
		5334
		3653
		10326
		55799
		3423
		3553
		6645
		100996724
		100996761
		7421
		23208
		114884
		9358
		23239
		1956
		2290
		23348
		5806
		9659
		27122
		56105
		22898
		101930404
		100033820
		8549
		894
		84168
		56100
		7078
		116372
		667
		7980
		8935
		57212
		100033450
		6638
		347746
		100033444
		4982
		728392
		10630
		91380
		1746
		3679
		100533107
		23150
		57172
		5098
		100033802
GSE115406 GSE46806	25	22891
		23097
		7052
		56099
		79365
		7262
		89795
		23093
		5270
		8651
		28984
		23264
		4862
		404636
		960
		9209
		3269
		23037
		55323
		9518
		1848
		10807
		6492
		27445
		11145
GSE115406 GSE55942	85	4340
		10570
		4604
		9260
		3500
		3170
		64816
		3812
		339005
		2911
		4978
		440253
		101928269
		6711
		4791
		1805
		5818
		90634
		51778
		100133121
		1654
		2212
		5313
		27328
		28396
		374286
		58189
		28442
		53919
		3507
		4915
		40
		22802
		100293211
		1013
		100996492
		2638
		55636
		1571
		148
		3495
		29774
		7223
		7757
		10148
		4308
		861
		10960
		2330
		5340
		8013
		2220
		1559
		57556
		54463
		23053
		4589
		57805
		886
		55018
		54810
		1188
		3674
		64067
		100506403
		4112
		3811
		50937
		1807
		677
		83259
		445347
		7849
		3578
		3688
		2057
		3493
		7348
		11095
		3778
		2268
		57823
		100132948
		57835
		2248
GSE40349	845	65986
		4863
		4628
		23566
		29089
		2634
		83548
		1363
		90557
		54796
		56992
		11169
		101927988
		4171
		25936
		56849
		79805
		51715
		54930
		9126
		5174
		641977
		7398
		26002
		58494
		7345
		767811
		84935
		57494
		1396
		728833
		5251
		401068
		84945
		55132
		254394
		4001
		728715
		2237
		200844
		5378
		387097
		10052
		3627
		27295
		64946
		200894
		2710
		79621
		2146
		5742
		64921
		51661
		84547
		117177
		84085
		1033
		116496
		374946
		84920
		54468
		101927137
		990
		144203
		55193
		142940
		8880
		55711
		5196
		145173
		57646
		100506797
		56935
		85415
		89891
		122773
		2820
		10733
		117143
		4940
		23514
		148534
		84057
		330
		55089
		124222
		121441
		9156
		2321
		494513
		10659
		55388
		54962
		6815
		79447
		64388
		101927279
		399761
		6502
		1294
		222161
		2200
		80345
		9536
		781
		6347
		22846
		200728
		55326
		3790
		132671
		158158
		170850
		554282
		6627
		3178
		8522
		4973
		6240
		8847
		11168
		4436
		4801
		5558
		11069
		8630
		28231
		127255
		100996481
		84278
		85235
		890
		64858
		5737
		7402
		27115
		286144
		7552
		253782
		54799
		256691
		57531
		55635
		51191
		1827
		4176
		644538
		29781
		30061
		283554
		54939
		3832
		55105
		5150
		51752
		116064
		79469
		149175
		83872
		5696
		23336
		25840
		64710
		440288
		3192
		101926888
		375248
		83879
		55723
		6374
		10855
		94240
		360023
		4239
		728591
		23350
		7412
		7292
		55893
		100616193
		401612
		134957
		10791
		152225
		2571
		147495
		23066
		80150
		29896
		100628315
		57134
		375444
		54454
		30811
		22837
		1301
		4998
		2172
		100509445
		79776
		2289
		5764
		730013
		7046
		5074
		4883
		222166
		55166
		1998
		79895
		51571
		115106
		8330
		55719
		92342
		54520
		32
		1588
		9542
		94121
		580
		23285
		56256
		29063
		675
		65987
		134266
		10112
		8208
		167227
		10507
		93081
		83729
		716
		84455
		7756
		55013
		11013
		256471
		27346
		116028
		83540
		6941
		1138
		90459
		23306
		1854
		835
		2182
		143684
		54982
		11052
		22875
		55148
		2189
		3108
		4085
		154141
		4172
		55521
		60401
		54625
		2841
		4214
		64762
		9770
		23371
		57650
		81930
		5427
		25960
		201725
		80830
		79968
		57082
		1129
		57545
		7503
		109
		8490
		7112
		84333
		64105
		54443
		100529251
		84777
		286148
		100652772
		5563
		26118
		80055
		51053
		139886
		1763
		4499
		8871
		5058
		79075
		374618
		91526
		23421
		79627
		629
		100533105
		7351
		25816
		1122
		84188
		9107
		5932
		2157
		79677
		494143
		79598
		699
		79019
		57482
		64785
		1437
		22862
		81831
		54553
		8329
		10342
		27233
		55872
		899
		26084
		9317
		497258
		273
		29128
		202181
		84542
		27125
		113452
		2643
		22866
		154810
		51192
		83990
		831
		83594
		5984
		5983
		94239
		5698
		79682
		51199
		23015
		9839
		160897
		57758
		5019
		9055
		23678
		3184
		5593
		3672
		10194
		6470
		7058
		221303
		349152
		84101
		55972
		54465
		9465
		51209
		6241
		1909
		51616
		58480
		22823
		285440
		814
		8833
		375484
		55728
		100526832
		57709
		338069
		55832
		5928
		57405
		23230
		84189
		11201
		3776
		90102
		64116
		79739
		29015
		26271
		4121
		56890
		8317
		53918
		121006
		57337
		101930583
		55796
		645513
		4141
		6674
		2526
		100861412
		528
		101928274
		51110
		898
		26053
		1031
		406948
		122416
		151230
		120892
		5577
		23589
		55916
		63967
		57007
		11213
		1660
		55142
		157638
		5473
		4602
		100528017
		57544
		10254
		10480
		23468
		147339
		729533
		80071
		399474
		4599
		23516
		4820
		162681
		728927
		9747
		284702
		130872
		1440
		3696
		83666
		5359
		55086
		1576
		7133
		874
		129607
		2752
		55215
		4173
		1646
		84419
		729614
		23446
		51435
		54913
		10635
		3908
		55840
		195828
		25913
		58528
		55355
		254251
		2192
		55107
		256714
		387104
		114898
		10198
		22874
		54801
		123096
		257194
		283208
		84140
		4166
		26092
		9615
		286527
		54843
		10056
		3998
		3486
		116238
		54941
		6373
		5933
		101928054
		969
		129642
		5892
		658
		64151
		343099
		1373
		283484
		130132
		494115
		283464
		143279
		54332
		137075
		5982
		55601
		5557
		3087
		11107
		7298
		84250
		5994
		1116
		84708
		5827
		55008
		653121
		223082
		10724
		132430
		1479
		7436
		91607
		55071
		24137
		10797
		92154
		57161
		81563
		4147
		2557
		203547
		102465454
		7122
		9787
		3418
		3490
		10535
		152185
		9994
		701
		3710
		79980
		2139
		57088
		2491
		55082
		79962
		9252
		340277
		10682
		55159
		100616424
		2956
		6452
		29968
		9589
		9962
		7855
		79944
		85480
		64093
		23456
		25890
		84131
		27074
		80006
		11274
		140890
		3433
		51668
		51176
		51704
		64927
		8436
		140707
		51496
		29091
		26272
		3187
		51514
		120939
		5649
		3643
		10631
		9750
		114880
		9134
		144245
		653820
		55509
		645431
		25845
		6289
		10439
		22824
		143888
		169792
		54462
		100874291
		7153
		2261
		9360
		54503
		79718
		102659353
		10910
		5985
		63933
		8492
		131578
		7465
		90865
		6429
		60489
		64167
		51196
		9590
		10592
		54842
		6119
		642236
		9768
		26137
		2549
		399694
		7275
		2743
		348110
		25896
		4174
		9678
		340351
		993
		715
