entrez,GSM1348905,GSM1348906,GSM1348907,GSM1348908,GSM1348909,GSM1348910,GSM1348911,GSM1348912,GSM1348913,GSM1348914,GSM1348915,GSM1348916
6204,12173.7,11927.4,12002.7,12043,12706,10027.3,10655.4,11728.3,11375.5,11516.6,10442,10729.1
8992,1303.2,1258.9,1475.4,1434.4,1724.5,1096.1,1535.7,1479.5,1121.4,1102,1256.4,1195.8
3190,5781.1,5243.2,5288.2,4803.1,6318.6,3840.6,3968.6,4554.6,3766.7,3984.9,4310.1,3630.3
51433,2580.9,2445.8,2369,2303.7,2285.8,1519.4,1616.9,1723.4,1863.8,1853,1889.4,1804.7
6189,13676.6,13097.6,13212.3,12738.2,14435.5,10771,11074.6,12099.9,11111.9,11018.6,11029,10625
8944,13676.6,13097.6,13212.3,12738.2,14435.5,10771,11074.6,12099.9,11111.9,11018.6,11029,10625
3192,3079.3,3011.5,3196.4,3212.8,3837.6,2485.8,2847.2,3013.7,2669.5,2533.6,2617.1,2609.2
3192,6616.8,6343.4,6614.1,6619.6,7085.5,4960,5241.4,5661.2,5249.1,4927.9,5110.1,4730.6
8661,5909.1,5336.1,5504.7,5184.2,5922.9,3834.3,4224.2,4652.2,4363.6,4197.4,4547,4171.8
8661,2620.6,2696.3,2588.5,2681.8,3242.1,2232.4,2238.7,2422,2360.9,2287.7,2194.1,2227.1
8661,936.3,913.5,930.6,980.6,1015.8,659,662,797.1,649.5,687.2,703,632.4
7184,5127.7,4142,4647,4509.9,4370.2,3280.1,3261.7,3458.3,3297.9,2678.5,3510.6,3274.4
100500842,5127.7,4142,4647,4509.9,4370.2,3280.1,3261.7,3458.3,3297.9,2678.5,3510.6,3274.4
7184,7563.5,7196,7059.7,6603.6,7437.9,5185.6,5436.9,6440.5,5429.9,5533.8,5610.5,5579
100500842,7563.5,7196,7059.7,6603.6,7437.9,5185.6,5436.9,6440.5,5429.9,5533.8,5610.5,5579
4478,981.6,1055.3,1238.5,808,1242.1,774.9,717.6,823.9,1080.2,1058.9,1109.1,955.6
81,261.6,258.9,244.5,237.3,343.6,221.7,238.3,263.9,266.2,266.2,253.2,243.6
351,1978.2,1558.2,1509.6,1371,1965.6,947.4,1052.2,1218,1090.6,968.7,1360.7,995.1
5573,5035.9,5154.5,4603.7,4361.5,5609,3625.4,3765.9,4387.5,4325.3,3692.6,4075.7,3448.1
5573,643.7,635.1,533.8,593.8,869.1,825,750.6,735.3,610.3,551.3,616.3,639.6
5573,5249.9,5198.3,4390.9,4298.6,6060.5,4185.4,3970.9,4545.1,4275.5,3752.5,4067,3752.4
1832,4300.8,3903.4,3844.5,3803,5024.6,3037.5,3044.9,3439.5,3510.3,3206.3,3593.7,2953.7
5885,1931.2,1822.9,1543.6,1706.8,2054.8,1395.9,1254.7,1371.1,1216.8,1177.9,1201.7,1050.2
5885,4640.2,4535.1,4020.5,3721.2,5011.4,3017.9,2650.7,3226.8,2827.1,2758.5,3230.9,2570.7
9948,1959.1,2174.2,1950.8,2115.5,2169.7,1275.7,1413.5,1786.9,2104.9,2195.9,1927.1,2165.6
4691,9650.6,9115,9511.5,9531.7,10232,7496.4,7874.5,8849.2,8263.5,8016.7,7180.1,7724.6
9948,978.4,984.5,955.6,935.9,1151.7,840.2,1137.1,1055.5,1174.1,1119.1,1140,1276
163,466.3,603.3,485.3,465.6,590,349.7,325.9,417.2,464.1,402.8,369,355
1173,505.5,525.6,435,428.7,508.4,295.4,303.2,361.4,293.5,327.4,300.5,299.1
1213,7657.8,7673.9,6968.1,7044.2,8200,6308.9,6178.9,6776.2,6662.7,6188.8,6231.8,5929.8
163,495.4,477,403.3,419.2,579.9,379.5,411.8,393.4,381.3,364.7,362.2,364.4
9761,2023.4,1877.7,2035.9,1933.1,1962.6,1242.9,1466.6,1560,1525.7,1553.1,1594.4,1620.3
9761,199,160.9,181.7,124,147.4,93.6,89.4,102,185.7,101.3,100.7,107.1
3927,1571.8,2069.6,2137,1832.1,2662.6,1921.3,2056.7,2275.8,1575.2,1774.5,1757.5,1567.7
10992,1814.5,1530.6,1354.4,1552.4,1600,957.6,1039.4,998.5,998.1,975.8,886.8,957.7
9528,1361.5,1402.3,1117.7,1166.2,1188.1,785.7,771.2,749.3,867.3,802.1,832.3,850.2
1465,210.9,258.2,217.2,276.5,228.1,164.6,149.6,213.5,215.1,171.3,170.6,147.6
801,316.3,311.8,265.5,229.8,359.2,208,221.8,183.8,152.6,181,176,189.7
805,316.3,311.8,265.5,229.8,359.2,208,221.8,183.8,152.6,181,176,189.7
808,316.3,311.8,265.5,229.8,359.2,208,221.8,183.8,152.6,181,176,189.7
801,285.3,307.8,204.7,255,408.7,262.2,262.9,264,249.7,187.5,229.9,177.3
805,285.3,307.8,204.7,255,408.7,262.2,262.9,264,249.7,187.5,229.9,177.3
808,285.3,307.8,204.7,255,408.7,262.2,262.9,264,249.7,187.5,229.9,177.3
9782,3100.7,3065.6,2705.9,2723.4,3600.3,2205.3,2251.8,2269.2,2025.7,2007.4,2256.3,1902.5
724102,3100.7,3065.6,2705.9,2723.4,3600.3,2205.3,2251.8,2269.2,2025.7,2007.4,2256.3,1902.5
10487,2666,2645,2528.3,2480.5,2929.2,1742.9,2057.9,2300.5,2762.3,2498.2,2767.6,2760.9
9782,4977.9,4874.5,4587.3,4343.6,5350.5,3252,3580.1,4077,3484.4,3483.7,3239,3037.8
724102,4977.9,4874.5,4587.3,4343.6,5350.5,3252,3580.1,4077,3484.4,3483.7,3239,3037.8
10728,9324.4,9299.9,9538.4,9105.8,10183.5,7121.3,7872.9,8465.1,7578.2,8152.4,8083.5,7900.9
7453,285.3,307,317.8,321.1,357.4,258.6,290.2,260.8,268.2,236.6,228.2,281.1
7453,558.3,606.8,605.5,552.2,592.6,370.2,427.3,454.3,561.3,538.8,511.3,489.2
6418,9993.2,9835,10156.2,9698.4,9897.6,8605.8,8649,9365,7728.5,8376.6,8275.3,7730.3
646817,9993.2,9835,10156.2,9698.4,9897.6,8605.8,8649,9365,7728.5,8376.6,8275.3,7730.3
6418,4653.8,4611.8,4633.6,4616.2,4904.9,3494.3,3565.4,3966.8,3507.1,3467.9,3242.3,3394.2
646817,4653.8,4611.8,4633.6,4616.2,4904.9,3494.3,3565.4,3966.8,3507.1,3467.9,3242.3,3394.2
10397,961.3,900.2,629.6,711.7,701.3,423.1,322.6,425.7,1354.8,1278.2,1498.1,1332.1
7314,12262.8,11936,11422.9,11527.5,12544.3,9438.2,9477.1,10508.5,10578.9,10389.6,10050.4,10022
5216,2794.9,2387.1,2287.8,2266.5,2644.6,1791.8,1986.5,2023.1,1809.5,2032.8,1975.6,2032.6
5792,446.3,371.6,329.6,350.6,551.5,390.8,317.8,368.5,352.4,283.7,393.9,314.9
5792,1220.9,1212.1,1012.8,1151.9,1936.5,1094.1,1084.2,1242.1,1103.5,978.2,1040.9,972.3
5792,115.5,114.3,115.7,90.7,177.3,112,100.6,116.8,118.8,75.6,110.5,108.9
7534,7400.2,7114.4,7476.4,7317.9,7799.9,5901.4,6061.1,6149.1,5927.7,5355.1,6817,6071.3
7534,4286.2,4912.9,4428.6,4998.4,5199.3,4426.4,5125.6,5705,4048.9,4066,4501.9,4230
7534,5230.5,5724,5671.6,5611.9,6423.6,5016.5,4828.2,5316.3,4832.6,4458.3,5055.5,5758.3
7534,2940.8,3080.3,3314.8,3461.7,4046.2,3468.7,3812.7,3772.6,3094.1,2709.1,3207.4,3354.5
6647,8481.6,8292.7,7797.2,7545.5,8302.8,5659,6072.5,6426.3,6274.7,6037.2,6131.2,5875.7
3069,146.9,173.7,127.1,143.4,153.8,97.7,95.8,108.4,121.8,100.5,129.6,111.9
65108,1239.6,1215.7,1101.4,884.8,1172.6,604.6,572.4,713,755,643.6,798.5,704.1
11337,2372.5,2363.8,1886.1,1796.2,1907.4,1291.5,1124.5,1221,1430.6,1389,1308.6,1338.5
4924,9.8,24.5,9.4,23.1,12.2,10.5,3.5,18.2,15.3,7,10.3,2
8663,2467.9,2465.7,2417.2,2333,2294.5,1643.6,1862.4,1926.7,1800.7,1901.4,1697.2,1722.5
728689,2467.9,2465.7,2417.2,2333,2294.5,1643.6,1862.4,1926.7,1800.7,1901.4,1697.2,1722.5
2752,193.6,186.2,197.7,207.3,189.9,148.5,154.6,156.9,146.6,135.7,178,137.1
4924,23.3,19.6,20.7,30.3,37.3,17.6,16.9,30.1,15.7,18,24.8,21.6
3939,9742,9572.2,9630.9,9836.8,10035,7638.5,7982.9,9209.8,9285.1,8131.7,8519.9,9103.9
10399,8778.1,8540.9,8247.4,8456.6,9029.3,6971.2,7465,8174.9,7471.3,7261.4,7113.6,7359
619570,8778.1,8540.9,8247.4,8456.6,9029.3,6971.2,7465,8174.9,7471.3,7261.4,7113.6,7359
619571,8778.1,8540.9,8247.4,8456.6,9029.3,6971.2,7465,8174.9,7471.3,7261.4,7113.6,7359
6746,1902.5,1670.5,1962.5,1691.2,2020.6,1362.4,1634,1755.5,1222.8,1249.4,1489.8,1389.1
801,2788.5,2490.5,2502.3,2461.4,2814.2,1732.2,1725.1,1914.8,2006,2120,2209.7,1896.4
805,2788.5,2490.5,2502.3,2461.4,2814.2,1732.2,1725.1,1914.8,2006,2120,2209.7,1896.4
808,2788.5,2490.5,2502.3,2461.4,2814.2,1732.2,1725.1,1914.8,2006,2120,2209.7,1896.4
5034,4525.3,4364,4066.3,3961.1,4524.9,2892.8,3049.8,3366.2,3335.3,3213.4,3196.3,3105.9
801,4799.3,4435,4289.9,4165.6,4841.9,2798.1,3023.9,3440.9,3498.9,3454.8,3637.1,3545.8
805,4799.3,4435,4289.9,4165.6,4841.9,2798.1,3023.9,3440.9,3498.9,3454.8,3637.1,3545.8
808,4799.3,4435,4289.9,4165.6,4841.9,2798.1,3023.9,3440.9,3498.9,3454.8,3637.1,3545.8
5034,1095.2,1213.1,1056.9,1043.4,1340.2,882.5,848.1,837.9,796.9,721.3,910.2,787.3
292,8055.8,7665.9,7740.5,7842.5,8413.1,5968.4,6316.4,6912,6744.6,6538.9,6573.6,6427.4
5245,3938.3,3826.8,4019.8,3665.1,4059.6,2644.4,2958.8,3061.9,3106.3,3162.2,2994.4,3013.7
5245,1059.8,1082.1,1243.3,1171.3,1323.6,874.5,1013.3,1110.4,792.5,769.1,813.3,875
6282,595.7,616.3,699.9,565.9,585.5,353.3,399.7,464.1,826.1,1067.4,1055.8,968.5
5476,307.5,403.3,400.7,390.6,396.6,295.1,385,394.4,272.5,293.7,370.9,341.6
9804,6608.6,5862.7,6104.4,5853.4,5897.5,4186.1,4324.3,5086.6,4366.4,4416.9,4445.9,4470.3
967,4196.2,4115.3,3526.4,3472.2,4676.2,2936.2,3133.4,3411.2,3126.3,3100,3116.5,3034
3337,332,353.8,403.6,425.2,494.7,373.6,460,411.1,417.4,406.3,400.3,383.1
6678,19.6,37.9,18.8,19.4,39.8,1.7,17.4,23.1,9.4,5.5,15.5,8.2
3337,719.1,825.1,886.4,863.3,970.9,591.2,699,790.8,725.5,688.2,664.7,636.5
7323,2056,1896.3,1844.5,1809.7,2107.4,1260.5,1384.8,1520.2,1615.7,1451.7,1610.3,1462.1
